urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen,anon_user
0,0,0,1,250,0,0,0,0,audio,módulo de sonidos y efectos sm pro audio vmachine reproductor de pluggins vst ,Alicante,2022/07/02,2022/09/12,2022/09/01,562,632
0,0,0,1,50,0,0,0,0,behringer,behringer 2500 1033 envolvente ,Barcelona,2022/06/22,2022/09/29,2022/09/01,596,602
0,0,0,1,300,0,0,0,0,roland,roland r-8 2 unidades ,A Coruña,2022/06/22,2022/09/30,2022/09/01,151,1091
0,0,0,1,75,0,0,0,0,-,"flightcase 19"" thon rack 5u eco ii compact 23 ",Cantabria,2022/07/22,2022/09/29,2022/09/01,348,504
0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 103 sustain group ,Girona,2021/06/28,2022/09/26,2022/09/01,322,637
0,0,0,1,580,0,0,0,0,elektron,elektron digitakt ,Badajoz,2022/08/04,2022/10/03,2022/09/01,354,537
0,1,0,0,0,0,0,0,0,doepfer,doepfer a-103 vcf 6 ,La Rioja,2022/07/16,2022/09/24,2022/09/01,172,697
0,0,0,1,290,0,0,0,0,-,kit controlador para leslies de 6 pines 122 y 147 familias 6h y 6w ,Zaragoza,2021/07/10,2022/10/01,2022/09/01,685,859
0,0,0,1,899,0,0,0,0,teenage engineering ,op-1 ,Girona,2021/12/21,2022/10/30,2022/09/01,823,637
0,0,0,1,390,0,0,0,0,akai,akai s3000xl + tarjeta eb16 + zip omega + manuales y cableado ,Tarragona,2022/06/30,2022/09/27,2022/09/01,432,808
0,0,0,1,600,0,0,0,0,yamaha,yamaha reface dx + cs ,Barcelona,2022/08/18,2022/10/20,2022/09/01,222,1461
0,0,0,1,1200,0,0,0,0,midi,teclado midi mpe linnstrument 200 teclas ,Madrid,2022/07/07,2022/09/05,2022/09/01,322,398
0,0,0,1,510,0,0,0,0,yamaha,yamaha an1x reservado ,Barcelona,2022/08/31,2022/10/30,2022/09/01,178,1042
0,0,0,1,370,0,0,0,0,roland,roland ju 06 a ,Barcelona,2022/08/31,2022/10/30,2022/09/01,134,1062
0,0,0,1,500,0,0,0,0,roland,piano 88 contrapesadas roland hp1800s ,Zaragoza,2020/11/16,2022/10/27,2022/09/01,1295,857
0,0,1,0,950,0,0,0,0,yamaha,yamaha modx6 en excelente estado con extras también ,Barcelona,2022/08/25,2022/09/30,2022/09/01,261,758
0,0,0,1,60,0,0,0,0,arturia,arturia minilab mkii ,Málaga,2022/07/25,2022/09/23,2022/09/01,268,1141
0,0,0,1,229,0,0,0,0,roland,roland tr 505 ,Girona,2022/03/24,2022/10/30,2022/09/01,1053,637
0,0,0,1,389,0,0,0,0,roland,roland mv30 ,Madrid,2021/12/24,2022/10/01,2022/09/01,2000,1569
0,0,0,0,0,1,0,0,0,-,ms20 mini keyboard ,Granada,2022/08/26,2022/10/26,2022/09/01,290,976
0,0,0,1,975,0,0,0,0,decksaver,teenage enginering + decksaver + funda ,Girona,2022/05/25,2022/09/27,2022/09/01,376,637
0,0,0,1,1050,0,0,0,0,kodamo,kodamo essence fm – sintetizador multitímbrico fm ,Madrid,2022/07/12,2022/09/25,2022/09/01,552,1261
0,0,0,1,55,0,0,0,0,doepfer,doepfer a 101 2 lpg vactrol lowpasgate ,Pontevedra,2022/08/27,2022/09/30,2022/09/01,99,964
0,0,0,1,100,0,0,0,0,maschine,maschine mk i ,Valencia,2020/04/26,2022/09/28,2022/09/01,2518,657
0,0,0,1,4990,0,0,0,0,system,system ,Valencia,2022/08/18,2022/10/17,2022/09/01,380,1050
0,0,0,1,180,0,0,0,0,eurorack,doboz touch sensing note memory eurorack ,Madrid,2022/06/29,2022/09/11,2022/09/01,300,652
0,0,0,1,145,0,0,0,0,chronograf,frequency central chronograf ,Girona,2022/01/27,2022/10/30,2022/09/01,432,637
0,0,0,1,75,0,0,0,0,doepfer,doepfer a189-1 ,Girona,2021/06/10,2022/09/26,2022/09/01,482,637
0,0,0,1,1700,0,0,0,0,-,eminent solina string ensemble mk 1 ,Baleares,2021/07/04,2022/09/17,2022/09/01,1391,651
0,0,0,1,170,0,0,0,0,korg,korg sd-400 signal delay 1978 ,Valencia,2022/05/08,2022/09/30,2022/09/01,940,1073
0,0,0,1,205,0,0,0,0,befaco,befaco crush delay ,Girona,2021/06/04,2022/09/20,2022/09/01,416,637
0,0,0,1,325,0,0,0,0,teenage engineering ,op-z ,Girona,2022/03/08,2022/09/29,2022/09/01,1358,506
0,0,0,1,345,0,0,0,0,-,jen sx-2000 synthetone ,Madrid,2022/07/04,2022/09/02,2022/09/01,408,377
0,0,0,1,400,0,0,0,0,polyend,polyend tracker ,Lugo,2022/08/18,2022/10/17,2022/09/01,134,404
0,0,0,1,260,0,0,0,0,novation,novation mininova ,Pontevedra,2022/03/17,2022/09/29,2022/09/01,1034,693
0,0,0,1,350,0,0,0,0,roland,sintetizador roland boutique se-02 ,Sevilla,2022/07/20,2022/09/18,2022/09/01,530,1139
0,0,0,1,360,0,0,0,0,waldorf,waldorf blofeld desktop negro + licencia sl ,Barcelona,2021/05/31,2022/09/28,2022/09/01,834,906
0,0,0,1,350,0,0,0,0,yamaha,piano midi yamaha p-95 ,Madrid,2022/08/04,2022/10/04,2022/09/01,242,2122
0,0,0,1,120,0,0,0,0,alesis,alesis v61 + soporte de tijera ,Madrid,2022/08/11,2022/10/01,2022/09/01,228,1638
0,0,0,1,3249,0,0,0,0,-,sequential prophet x ,Bizkaia,2020/12/18,2022/10/01,2022/09/01,3817,533
0,0,0,1,850,0,0,0,0,kawai,piano eléctrico de escenario kawai mp-5 + fligth case ,Madrid,2022/07/11,2022/09/25,2022/09/01,257,756
0,0,1,0,0,0,0,0,0,mpc,mpc live2 x one ,Madrid,2022/07/31,2022/09/08,2022/09/01,170,994
0,0,0,1,400,0,0,0,0,critter,critter & guitari organelle ,Zaragoza,2022/06/21,2022/10/30,2022/09/01,244,452
0,0,0,1,150,0,0,0,0,befaco,befaco vc adsr ,Barcelona,2022/05/09,2022/09/30,2022/09/01,204,1384
0,0,0,1,100,0,0,0,0,-,nuevo a estrenar soporte para 2 teclados quicklok sl-8 ,Barcelona,2021/11/08,2022/10/19,2022/09/01,631,498
0,1,0,0,0,0,0,0,0,behringer,behringer vc340 ,Madrid,2022/08/25,2022/09/30,2022/09/01,180,1226
0,0,0,1,379,0,0,0,0,roland,roland eg 101 ,Girona,2021/06/08,2022/10/08,2022/09/01,1020,637
0,0,0,1,80,0,0,0,0,boss,boss flanger bf3 ,Málaga,2022/05/17,2022/10/04,2022/09/01,263,940
0,0,0,1,1550,0,0,0,0,0,roland v-synth gt 2 0 ,Burgos,2022/02/18,2022/09/27,2022/09/01,1489,561
0,0,0,1,420,0,0,0,0,moog,moog minitaur ,Córdoba,2022/08/11,2022/10/09,2022/09/01,222,605
0,0,0,1,420,0,0,0,0,-,varios módulos ,Barcelona,2022/07/29,2022/09/24,2022/09/01,558,1092
0,0,0,1,20,0,0,0,0,roland,roland mt-32 lista de presets ,Madrid,2022/07/03,2022/09/25,2022/09/01,342,729
0,0,0,1,250,0,0,0,0,e-mu,e-mu systems procussion ,Gipuzkoa,2022/08/30,2022/10/30,2022/09/01,124,1513
0,0,0,1,1500,0,0,0,0,-,detachment 3 archangel ,Barcelona,2021/06/11,2022/09/28,2022/09/01,3366,924
0,0,0,1,300,0,0,0,0,instruments,bastl instruments bit ranger ,Madrid,2022/07/21,2022/09/19,2022/09/01,376,1170
0,0,0,1,311,0,0,0,0,roland,roland tb 03 ,Girona,2022/05/09,2022/09/13,2022/09/01,402,637
0,0,0,1,900,0,0,0,0,nord lead ,4 rack ,Madrid,2022/08/03,2022/09/30,2022/09/01,404,282
0,0,0,1,499,0,0,0,0,decksaver,roland verselab mv-1 + decksaver ,Girona,2022/07/18,2022/10/01,2022/09/01,456,1238
0,0,0,1,430,0,0,0,0,squarp,squarp pyramid mk1 ,Barcelona,2022/05/17,2022/09/09,2022/09/01,463,1285
0,0,0,1,180,0,0,0,0,-,"tarjetas voice crystal 1+2 para sq2 sqr+,sq1+ ",Barcelona,2022/08/01,2022/09/28,2022/09/01,192,588
0,0,0,1,129,0,0,0,0,-,endorphin es airstreamer ,Girona,2022/01/21,2022/09/23,2022/09/01,456,637
0,0,0,1,95,0,0,0,0,volca,korg volca bass ,Málaga,2022/07/13,2022/10/01,2022/09/01,362,2335
0,0,0,1,320,0,0,0,0,yamaha,yamaha shs - 200 sintetizador keytar ,Madrid,2022/08/29,2022/10/29,2022/09/01,102,1084
0,0,0,1,290,0,0,0,0,dynacord,dynacord percuter s v drum triggers ,Madrid,2021/07/20,2022/09/30,2022/09/01,834,1151
0,0,0,1,850,0,0,0,0,moog,sintetizador moog granmother ,Barcelona,2022/08/26,2022/10/25,2022/09/01,172,720
0,0,0,1,90,0,0,0,0,arturia,arturia keystep black edition ,Valencia,2022/08/11,2022/09/30,2022/09/01,290,1073
0,0,0,1,390,0,0,0,0,korg,korg ms20 mini ,Sevilla,2022/08/25,2022/10/21,2022/09/01,136,509
0,0,0,1,400,0,0,0,0,critter,critter & guitari organelle digital synth ,Pontevedra,2022/08/25,2022/10/22,2022/09/01,134,418
0,0,0,1,530,0,0,0,0,mpc,akai mpc one ,Valencia,2022/08/18,2022/09/28,2022/09/01,308,498
0,0,0,1,30,0,0,0,0,audio,libros de desarrollo de plugins y audio ,Alicante,2022/02/20,2022/09/29,2022/09/01,565,1058
0,0,0,1,545,0,0,0,0,roland,roland tr 8s ,Girona,2022/02/17,2022/10/17,2022/09/01,938,637
0,0,0,1,1990,0,0,0,0,odyssey,arp odyssey mkiii ,Girona,2021/07/15,2022/10/30,2022/09/01,1073,637
0,0,0,1,40,0,0,0,0,eurorack,filtro eurorack magerit vcf ,Zaragoza,2022/08/25,2022/10/01,2022/09/01,92,1704
0,0,0,1,1300,0,0,0,0,modular,sintetizador modular completo a estrenar ,Madrid,2022/02/19,2022/09/19,2022/09/01,1141,633
0,0,0,1,650,0,0,0,0,oberheim,teclado controlador oberheim mc 3000 ,Badajoz,2022/08/25,2022/10/22,2022/09/01,224,1062
0,0,0,1,130,0,0,0,0,emu,emu proteus 1 – sintetizador en rack ,Madrid,2022/07/29,2022/09/25,2022/09/01,370,1261
1,0,0,1,20,0,0,0,0,yamaha,yamaha psr 3000 - librería para ni kontakt ,Córdoba,2022/06/01,2022/09/18,2022/09/01,215,536
0,0,0,1,320,0,0,0,0,roland,roland jp-8000 ,Baleares,2022/08/25,2022/10/23,2022/09/01,474,541
0,0,0,1,69,0,0,0,0,-,tip top mix z ,Girona,2021/06/21,2022/10/08,2022/09/01,415,637
0,0,0,1,25,0,0,0,0,akai,akai cd-rom sound library mpc2000xl vol 1 ,Sevilla,2021/09/22,2022/09/12,2022/09/01,352,651
0,0,0,1,650,0,0,0,0,instruments,mutable instruments ambika ,Barcelona,2022/08/18,2022/10/20,2022/09/01,194,489
0,0,0,1,204,0,0,0,0,-,endorphin es godspeed + ,Girona,2022/01/19,2022/09/23,2022/09/01,465,637
0,0,0,1,79,0,0,0,0,doepfer,doepfer a-160 -5v clock multiplier ,Girona,2022/05/10,2022/09/13,2022/09/01,347,637
0,0,0,1,1,0,0,0,0,wmd make noise erica synth ,sistema modular euroack mutable instruments ,Sevilla,2022/08/18,2022/09/27,2022/09/01,593,413
0,0,0,1,350,0,0,0,0,korg,teclado korg ds-8 1986 ,Murcia,2022/02/21,2022/09/09,2022/09/01,822,509
0,0,0,1,200,0,0,0,0,instruo,instruo ts-l ,Barcelona,2022/07/20,2022/09/18,2022/09/01,204,173
0,0,0,1,115,0,0,0,0,-,transient modules 8s sequencer ,Girona,2021/12/21,2022/09/04,2022/09/01,387,637
0,0,0,1,179,0,0,0,0,korg,korg kossilator pro ,Girona,2022/05/20,2022/09/23,2022/09/01,419,637
0,0,0,1,150,0,0,0,0,yamaha,yamaha rm50 versión rack de ry30 ,Valladolid,2022/07/16,2022/09/14,2022/09/01,360,664
0,0,0,1,145,0,0,0,0,frequency,frequency central bartos flur ii ,Girona,2022/01/27,2022/10/08,2022/09/01,402,637
0,0,0,1,800,0,0,0,0,yamaha,yamaha sy99 ,Madrid,2022/08/18,2022/10/18,2022/09/01,206,632
0,0,0,1,480,0,0,0,0,yamaha,piano digital yamaha p140 en sevilla ,Sevilla,2022/07/27,2022/09/25,2022/09/01,256,470
0,1,0,0,0,0,0,0,0,roland,roland xp50 averiado ,Madrid,2022/08/11,2022/10/13,2022/09/01,142,632
0,0,0,1,10,0,0,0,0,korg,funda cubrepolvo a la medida para korg monopoly ,Madrid,2022/07/17,2022/09/26,2022/09/01,316,1103
0,0,0,1,380,0,0,0,0,dreadbox,dreadbox hypnosis ,Barcelona,2022/02/12,2022/09/20,2022/09/01,859,489
0,0,0,1,350,0,0,0,0,-,intellijel shapeshifter ,Madrid,2022/07/12,2022/10/01,2022/09/01,362,1419
0,0,0,1,1750,0,0,0,0,-,amplificador type leslie 142 145 ,Zaragoza,2021/05/14,2022/09/21,2022/09/01,1462,859
0,1,0,0,0,0,0,0,0,yamaha,yamaha psr-sx 600 ,Albacete,2022/08/18,2022/09/29,2022/09/01,172,649
0,0,0,1,600,0,0,0,0,yamaha,"yamaha moxf 6, ",Barcelona,2022/07/16,2022/09/14,2022/09/01,406,1080
0,0,0,1,899,0,0,0,0,elektron,elektron analog keys nuevo ,Madrid,2022/03/13,2022/09/30,2022/09/01,1494,961
0,0,0,1,700,0,0,0,0,kawai,kawai ca 91 ,Barcelona,2022/03/27,2022/10/23,2022/09/01,320,1019
0,0,0,1,650,0,0,0,0,roland,roland alpha juno 1 ,Barcelona,2022/08/18,2022/10/16,2022/09/01,273,1278
0,0,0,1,49,0,0,0,0,korg,korg t3 lcd ,Barcelona,2022/08/28,2022/10/27,2022/09/01,52,1198
0,0,0,1,1450,0,0,0,0,virus,access virus ti2 ,Barcelona,2022/08/30,2022/10/29,2022/09/01,144,487
0,0,0,1,60,0,0,0,0,m-audio,m-audio oxygen pro mini ,Sevilla,2022/08/28,2022/10/27,2022/09/01,136,239
0,0,0,1,490,0,0,0,0,midi,nerdseq y midi expander ,Barcelona,2022/07/10,2022/09/08,2022/09/01,282,530
0,0,0,1,50,0,0,0,0,midi,lemi midi mixer ,Girona,2022/06/08,2022/10/08,2022/09/01,402,637
0,0,0,1,2950,0,0,0,0,system,dreadbox white line system ,Valencia,2022/08/18,2022/10/17,2022/09/01,304,1050
0,0,0,1,100,0,0,0,0,eurorack,varios módulos eurorack ,Madrid,2022/06/09,2022/10/09,2022/09/01,1176,562
0,0,0,1,550,0,0,0,0,roland,roland gw8l ,Madrid,2021/11/03,2022/10/01,2022/09/01,688,806
0,0,0,1,80,0,0,0,0,doepfer,eurorack doepfer wasp filter black and yellow ,Madrid,2022/08/25,2022/09/28,2022/09/01,112,869
0,0,0,1,399,0,0,0,0,-,sintetizador analogico ,Tarragona,2022/04/21,2022/10/01,2022/09/01,1948,421
0,0,0,1,110,0,0,0,0,-,sintes y mucho más ,Madrid,2022/08/25,2022/10/01,2022/09/01,717,962
0,0,0,1,300,0,0,0,0,-,shuttle control ,Barcelona,2022/08/18,2022/09/28,2022/09/01,184,612
0,0,0,1,2500,0,0,0,0,0,cirklon v1 0 ,Barcelona,2022/07/07,2022/09/05,2022/09/01,473,356
0,0,0,1,2500,0,0,0,0,system,system v1 ,Valencia,2022/08/28,2022/10/28,2022/09/01,175,1050
1,0,0,1,70,0,0,0,0,behringer,teclado maestro behringer umx490 ,Barcelona,2022/06/12,2022/09/29,2022/09/01,274,1980
0,0,0,1,160,0,0,0,0,midi,befaco midi thing ,Barcelona,2022/08/01,2022/09/30,2022/09/01,201,1384
0,0,0,1,195,0,0,0,0,kurzweil,kurzweil micropiano ,Alicante,2022/08/29,2022/10/28,2022/09/01,122,851
0,0,0,1,38,0,0,0,0,yamaha,bolsa blanda para sintetizador yamaha mx49 o similar ,Alicante,2022/08/25,2022/10/22,2022/09/01,114,675
0,0,0,1,5500,0,0,0,0,roland,roland tr 808 ,Girona,2021/12/16,2022/10/30,2022/09/01,676,637
0,0,0,1,60,0,0,0,0,the,órgano hammond the sounder rebajado! ,Cantabria,2022/07/28,2022/09/26,2022/09/01,552,548
0,1,0,0,0,0,0,0,0,kurzweil,kurzweil pc4 ,Ciudad Real,2022/07/28,2022/10/28,2022/09/01,92,733
0,0,0,1,519,0,0,0,0,modular,winter modular eloquencer ,Girona,2021/11/23,2022/10/08,2022/09/01,636,637
0,0,0,1,100,0,0,0,0,iomega,zip scsi iomega ,Málaga,2022/08/25,2022/10/23,2022/09/01,148,1634
0,0,0,1,160,0,0,0,0,-,temps utile ,Valencia,2022/07/01,2022/09/05,2022/09/01,504,544
0,0,0,1,825,0,0,0,0,roland,roland vr700 v-combo ,Sevilla,2017/04/12,2022/09/30,2022/09/01,6471,1196
0,0,0,1,750,0,0,0,0,kawai,kawai vpc1 en perfecto estado ,Granada,2022/07/23,2022/09/21,2022/09/01,409,470
0,0,0,1,650,0,0,0,0,-,sintetizador ver­mona drm1 mk3 trigger ,Cantabria,2022/07/22,2022/09/27,2022/09/01,206,504
0,0,0,1,135,0,0,0,0,0,bastl instruments micro granny 2 0 ,Madrid,2022/07/21,2022/09/19,2022/09/01,505,1170
0,0,0,1,200,0,0,0,0,monome,monome 40h ,Madrid,2021/07/14,2022/10/28,2022/09/01,599,622
0,0,0,1,1290,0,0,0,0,korg,korg sq10 secuenciador ,Girona,2022/06/10,2022/09/04,2022/09/01,585,637
0,0,0,1,399,0,0,0,0,korg,"sinte korg ms-20 mini "" nuevo"" ",Alicante,2022/08/04,2022/09/27,2022/09/01,312,380
0,0,0,1,40,0,0,0,0,doepfer,doepfer switched multiple a-182-1 ,Zaragoza,2022/08/25,2022/10/01,2022/09/01,104,1704
0,0,0,1,450,0,0,0,0,modular,módulos befaco sinte modular ,Madrid,2021/08/30,2022/10/11,2022/09/01,2274,1156
0,0,0,1,300,0,0,0,0,-,tessseract tukra ,Barcelona,2022/08/02,2022/10/01,2022/09/01,197,602
0,0,0,1,550,0,0,0,0,elektron,elektron digitone ,S.C. de Tenerife,2022/08/02,2022/10/25,2022/09/01,120,910
0,0,0,1,1690,0,0,0,0,kurzweil,piano digital kurzweil x-pro up 88 teclas ,Madrid,2021/07/23,2022/09/29,2022/09/01,1280,812
0,0,0,1,150,0,0,0,0,-,box11 cabinet mas laterales ,Barcelona,2022/05/22,2022/09/29,2022/09/01,440,602
0,0,0,1,60,0,0,0,0,behringer,behringer 121 dual vcf ,La Rioja,2022/06/23,2022/10/24,2022/09/01,284,697
0,0,0,1,1400,0,0,0,0,kurzweil,kurzweil forte 88 teclas ,Córdoba,2022/01/08,2022/10/14,2022/09/01,670,1285
0,0,0,1,180,0,0,0,0,-,ableton push - primera versión ,A Coruña,2022/07/27,2022/09/25,2022/09/01,285,840
0,0,0,1,240,0,0,0,0,-,studiologic numa compact 2 impecable sin uso ,Madrid,2022/08/25,2022/10/23,2022/09/01,270,1352
0,0,0,1,100,0,0,0,0,cme,teclado controlador midi cme xkey 25 silver + cme supernova para el transporte ,Las Palmas,2021/04/23,2022/10/28,2022/09/01,872,490
0,0,0,1,199,0,0,0,0,audio,antimatter audio crossfold ,Bizkaia,2021/10/07,2022/09/29,2022/09/01,533,533
0,0,0,1,195,0,0,0,0,-,twisted electrons cells ,Girona,2021/06/16,2022/09/25,2022/09/01,376,637
0,0,0,1,1600,0,0,0,0,nord electro ,clavia 6d 73 + funda ,Madrid,2022/08/11,2022/09/30,2022/09/01,600,479
0,0,0,1,315,0,0,0,0,e-mu,e-mu orbit v2 9090 ,Madrid,2022/07/04,2022/09/02,2022/09/01,310,377
0,0,0,1,950,0,0,0,0,yamaha,yamaha motif xs 6 ,Madrid,2019/12/16,2022/09/28,2022/09/01,4735,769
0,0,0,1,625,0,0,0,0,akai,akai s6000 v2 ,Girona,2021/02/18,2022/10/30,2022/09/01,3471,637
0,0,0,1,265,0,0,0,0,korg,teclado korg x3 ,Girona,2022/04/03,2022/09/25,2022/09/01,914,394
0,0,0,1,600,0,0,0,0,-,leslie 322 ,Alicante,2022/05/28,2022/09/21,2022/09/01,758,1371
0,0,0,1,300,0,0,0,0,roland,roland rs-5 ,Madrid,2022/08/25,2022/10/21,2022/09/01,167,1035
0,0,0,1,2650,0,0,0,0,-,sequential prophet x ,Cádiz,2022/07/29,2022/09/28,2022/09/01,532,436
0,0,0,1,390,0,0,0,0,roland,roland kc 200 ,Girona,2022/04/22,2022/10/30,2022/09/01,398,637
0,0,0,1,220,0,0,0,0,akai,akai mpk61 ,Barcelona,2022/07/04,2022/09/02,2022/09/01,319,387
0,0,0,1,240,0,0,0,0,waldorf,waldorf streichfett ,Barcelona,2022/08/18,2022/10/01,2022/09/01,234,613
0,0,0,1,139,0,0,0,0,-,endorphin milky way ,Girona,2021/03/05,2022/09/20,2022/09/01,619,637
0,0,0,1,53,0,0,0,0,doepfer,doepfer a 116 vc waveform processor ,Girona,2022/03/31,2022/10/08,2022/09/01,330,637
0,0,0,1,350,0,0,0,0,odyssey,behringer odyssey envío incluido ,Cádiz,2022/08/25,2022/10/01,2022/09/01,379,539
0,0,0,1,300,0,0,0,0,-,kurzweill k2500 teclado ,Baleares,2022/08/27,2022/10/27,2022/09/01,126,771
0,0,0,1,144,0,0,0,0,-,endorphin es total recall ,Girona,2022/01/20,2022/10/08,2022/09/01,433,637
0,0,0,1,135,0,0,0,0,novation,novation launchkey 37 mk3 ,Madrid,2022/07/30,2022/09/28,2022/09/01,246,1477
0,0,0,1,20,0,0,0,0,kurzweil,extras kurzweil k2000 ,Zaragoza,2022/04/06,2022/09/15,2022/09/01,1446,947
0,0,0,1,300,0,0,0,0,waldorf,waldorf blofeld black edition ,Barcelona,2022/02/10,2022/10/14,2022/09/01,512,1461
0,0,0,1,110,0,0,0,0,yamaha,teclado yamaha psr-e263 ,Barcelona,2021/10/03,2022/09/17,2022/09/01,760,424
0,1,0,0,0,0,0,0,0,roland,laterales de aluminio para roland system-8 ,Gipuzkoa,2022/07/09,2022/09/29,2022/09/01,194,1293
0,0,0,1,350,0,0,0,0,yamaha,yamaha tx7 ,Alicante,2022/08/29,2022/10/28,2022/09/01,116,851
0,0,0,1,95,0,0,0,0,-,maleta flight-case - estuche para teclado ,Girona,2022/08/04,2022/09/25,2022/09/01,166,394
0,0,0,1,90,0,0,0,0,roland,roland sc-33 ,Madrid,2022/05/15,2022/09/25,2022/09/01,607,729
0,0,0,1,4500,0,0,0,0,alesis,alesis andromeda a6 ,Girona,2021/07/13,2022/09/27,2022/09/01,984,637
0,0,0,1,200,0,0,0,0,novation,novation bass station rack ,Valencia,2021/09/30,2022/09/22,2022/09/01,1698,824
0,0,0,1,1750,0,0,0,0,yamaha,yamaha motif xf8 ,Madrid,2022/07/30,2022/09/21,2022/09/01,382,1514
0,0,0,1,320,0,0,0,0,waldorf,waldorf pulse 2 ,Madrid,2022/04/28,2022/10/30,2022/09/01,792,613
0,0,0,1,169,0,0,0,0,befaco,befaco muxlicer ,Girona,2022/01/27,2022/10/30,2022/09/01,322,637
0,0,0,1,149,0,0,0,0,-,error box adm03 ,Girona,2021/06/09,2022/09/04,2022/09/01,435,637
0,0,1,0,0,0,0,0,0,-,ginkosynthese samplerslicer ,Tarragona,2022/03/12,2022/09/28,2022/09/01,512,554
0,0,0,1,55,0,0,0,0,casio,casio vl-tone vl-1 ,León,2021/04/01,2022/09/17,2022/09/01,1092,524
0,0,0,1,5300,0,0,0,0,hammond,hammond c3 1961 chop down portable ,Zaragoza,2018/12/28,2022/10/01,2022/09/01,4574,859
0,0,0,1,25,0,0,0,0,yamaha,analog xperience para yamaha modx y montage ,Madrid,2019/09/21,2022/09/10,2022/09/01,2126,517
0,0,0,1,200,0,0,0,0,waldorf,sintetizador waldorf streichfett string machine ,Granada,2022/08/31,2022/10/30,2022/09/01,86,723
0,0,0,1,285,0,0,0,0,korg,korg minilogue ,Albacete,2022/02/07,2022/10/03,2022/09/01,1814,410
0,0,0,1,125,0,0,0,0,tiptop audio ,hats808 ,Girona,2022/04/07,2022/10/29,2022/09/01,499,637
0,0,0,1,1050,0,0,0,0,virus,virus ti 2 desktop ,Barcelona,2022/08/25,2022/09/29,2022/09/01,306,1287
0,0,0,1,110,0,0,0,0,poly,casio vl-5 vl1 poly con lector y funda ,Zaragoza,2022/02/26,2022/09/29,2022/09/01,1055,321
0,0,0,1,950,0,0,0,0,korg,"korg ms-20 fs en negro versión montada, no la versión kit ",Madrid,2022/01/26,2022/10/17,2022/09/01,472,398
0,0,0,1,1950,0,0,0,0,echo,roland echo re501 ,Valencia,2022/08/29,2022/10/29,2022/09/01,178,1050
0,0,0,1,190,0,0,0,0,make noise ,wogglebug ,Barcelona,2022/08/11,2022/10/01,2022/09/01,154,602
0,0,0,1,1200,0,0,0,0,ketron,teclado ketron audya 5 ,Bizkaia,2022/08/25,2022/10/21,2022/09/01,138,751
0,0,0,1,600,0,0,0,0,nord lead ,sintetizador virtual analógico ,Tarragona,2022/07/17,2022/09/13,2022/09/01,493,1138
0,0,0,1,200,0,0,0,0,korg,korg 01 wfd ,Madrid,2022/08/11,2022/10/13,2022/09/01,330,632
0,0,0,1,239,0,0,0,0,behringer,behringer wasp deluxe ,Girona,2021/12/30,2022/10/30,2022/09/01,946,637
0,0,0,1,420,0,0,0,0,moog,moog mother 32 ,Granada,2022/09/01,2022/10/31,2022/09/01,58,723
0,0,0,1,300,0,0,1,1,mpc,mpc live para o ,Toledo,2022/01/03,2022/10/30,2022/09/01,1006,1312
0,0,0,1,1260,0,0,0,0,midi,korg polysix con midi ,Baleares,2022/08/11,2022/10/13,2022/09/01,236,596
0,0,0,1,180,0,0,1,0,waldorf,waldorf blofeld para ,Albacete,2022/07/05,2022/09/03,2022/09/01,598,807
0,0,0,1,275,0,0,0,0,atomosynth,mochika x2 atomosynth ,Sevilla,2022/07/31,2022/09/19,2022/09/01,396,762
0,0,0,1,360,0,0,0,0,behringer,modulos eurorack behringer ,Barcelona,2022/08/25,2022/09/28,2022/09/01,302,1104
0,0,0,1,700,0,0,0,0,access,access matrix programmer ,Barcelona,2022/08/03,2022/09/28,2022/09/01,415,1188
0,0,0,1,450,0,0,0,0,odyssey,korg arp odyssey módulo rev 3 ,Barcelona,2022/07/02,2022/09/27,2022/09/01,724,1031
0,0,0,1,3500,0,0,0,0,kawai,kawai sx240 ,Barcelona,2022/08/11,2022/10/10,2022/09/01,266,1195
0,0,0,1,150,0,0,0,0,-,tc electronics nova delay ,Barcelona,2022/08/31,2022/10/30,2022/09/01,84,537
0,0,0,1,260,0,0,0,0,dreadbox,dreadbox hades ,Madrid,2022/01/17,2022/09/15,2022/09/01,1266,986
0,0,0,1,300,0,0,0,0,korg,korg microkorg xl ,Valencia,2022/08/11,2022/10/10,2022/09/01,222,772
0,0,0,1,35,0,0,0,0,tascam,tascam 246 pinch roller ,Madrid,2020/01/20,2022/09/06,2022/09/01,939,1444
0,0,0,1,450,0,0,0,0,yamaha,sintetizador yamaha sy22 ,Madrid,2022/06/16,2022/10/27,2022/09/01,296,955
0,0,0,1,200,0,0,0,0,delptronics,"delptronics trigger man, ldb 2e, ldb 2x ",Madrid,2022/07/13,2022/10/01,2022/09/01,333,1419
0,1,0,0,0,0,0,0,0,e-mu,e-mu orbit 3 ,Madrid,2022/07/25,2022/09/14,2022/09/01,224,1451
0,0,0,1,105,0,0,0,0,volca,korg volca drum ,Baleares,2022/07/05,2022/09/27,2022/09/01,425,1523
0,0,0,1,40,0,0,0,0,yamaha,cartucho rom yamaha dx7s ,Madrid,2022/02/27,2022/09/26,2022/09/01,419,752
