urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen,anon_user
0,0,0,1,200,0,0,0,0,-,"acordeon stela 34 teclas-60 bajos, ",Zaragoza,2020/11/16,2022/10/27,2022/09/01,653,857
0,0,0,1,329,0,0,0,0,-,modcan triple oscilator ,Girona,2021/06/11,2022/10/08,2022/09/01,433,637
0,0,0,1,800,0,0,0,0,analogue solutions ,leipzig-s ,Valencia,2022/08/18,2022/09/24,2022/09/01,226,498
0,1,0,0,0,0,0,0,0,-,op-lab ,Granada,2022/07/04,2022/09/02,2022/09/01,192,976
0,0,0,1,90,0,0,0,0,audio,m audio keystation 61 mk3 ,Barcelona,2022/07/14,2022/09/18,2022/09/01,356,986
0,0,0,1,485,0,0,0,0,roland,roland d550 ,Alicante,2022/08/29,2022/10/28,2022/09/01,166,851
0,0,0,1,500,0,0,0,0,korg,korg m3-m xpanded ,Murcia,2021/12/17,2022/09/13,2022/09/01,2116,845
0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 102 wind instrument group ,Girona,2021/06/29,2022/09/26,2022/09/01,308,637
0,0,0,1,100,0,0,0,0,befaco,secuenciador analógico befaco slicer v3 ,Asturias,2022/02/22,2022/09/14,2022/09/01,547,1045
0,0,0,1,190,0,0,0,0,instruments,mutable instruments plaits ,Barcelona,2022/08/18,2022/09/28,2022/09/01,168,612
0,0,0,1,120,0,0,0,0,miditech,módulo de sonidos pianobox usb de miditech ,Alicante,2022/05/11,2022/09/12,2022/09/01,596,632
0,0,0,1,219,0,0,0,0,eurorack,vermona qmi eurorack como nuevo ,Madrid,2022/07/08,2022/09/19,2022/09/01,300,839
0,0,0,1,20,0,0,0,0,roland,roland jx-3p - librería para ni kontakt y reason ,Córdoba,2022/06/01,2022/09/18,2022/09/01,185,536
0,0,0,1,1800,0,0,0,0,roland,roland jd-800 impecable ,Barcelona,2021/02/18,2022/09/20,2022/09/01,4331,1090
0,0,0,1,260,0,0,0,0,arturia,arturia microfreak ,Madrid,2022/08/29,2022/10/28,2022/09/01,144,1021
0,0,0,1,375,0,0,0,0,e,e mu xtreme lead 1 ,Girona,2021/09/22,2022/10/30,2022/09/01,1120,637
0,0,0,1,80,0,0,0,0,yamaha,yamaha dx7 breath controler bc1 ,Madrid,2022/08/18,2022/09/30,2022/09/01,315,1151
0,0,0,1,220,0,0,0,0,erica synths ,black output v2 ,Madrid,2022/06/07,2022/09/29,2022/09/01,282,1054
0,1,0,0,0,0,0,0,0,arturia,arturia minibrute 2s ,Asturias,2022/08/25,2022/09/25,2022/09/01,88,1503
0,0,0,1,590,0,0,0,0,eurorack,"usta, secuenciador eurorack ",Madrid,2022/08/26,2022/09/28,2022/09/01,146,648
0,1,1,0,0,0,0,0,0,roland,"busco,compro o roland mc 505 groovebox para despiece ",Sevilla,2021/04/13,2022/10/25,2022/09/01,687,855
0,0,0,1,3750,0,0,0,0,roland,roland superjupiter mks 80 + programmer mpg 80 en perfecto estado ,Barcelona,2022/07/05,2022/09/03,2022/09/01,642,1055
0,0,0,1,150,0,0,0,0,roland,roland xv-2020 ,Madrid,2022/08/30,2022/10/29,2022/09/01,176,537
0,0,0,1,2250,0,0,0,0,roland,roland juno 106 seminuevo ,Valencia,2022/08/29,2022/10/29,2022/09/01,220,1050
0,0,0,1,1450,0,0,0,0,roland,roland fantom 07 ,Girona,2022/07/07,2022/09/05,2022/09/01,840,320
0,0,0,1,345,0,0,0,0,modular,modular ,Madrid,2021/03/23,2022/10/27,2022/09/01,910,560
0,0,0,1,189,0,0,0,0,gator,flight case gator ,Girona,2022/04/05,2022/10/08,2022/09/01,474,637
0,0,0,1,1500,0,0,0,0,hammond,hammond xk3c ,Barcelona,2022/01/17,2022/09/22,2022/09/01,1583,972
0,0,0,1,400,0,0,0,0,korg,korg 01w fd ,Córdoba,2022/07/19,2022/09/17,2022/09/01,296,613
0,0,0,1,1430,0,0,0,0,arturia,arturia matrix brute ,Granada,2022/02/27,2022/09/27,2022/09/01,944,853
0,1,0,0,0,0,0,0,0,arturia,"arturia minilab mk2 edición limitada ""deep black"" ",Barcelona,2022/08/18,2022/10/18,2022/09/01,106,1121
0,0,0,1,500,0,0,0,0,yamaha,sintetizador yamaha mo6 ,Madrid,2021/06/28,2022/09/29,2022/09/01,596,708
0,0,0,1,104,0,0,0,0,doepfer,doepfer a 110 1 vco ,Girona,2022/02/22,2022/09/25,2022/09/01,423,637
0,0,0,1,3990,0,0,0,0,music,clone buchla electric music box ,Girona,2021/12/02,2022/10/31,2022/09/01,596,637
0,0,0,1,200,0,0,0,0,instruments,rebajado - mutable instruments clouds original ,Madrid,2022/05/04,2022/09/29,2022/09/01,1319,494
0,0,0,1,125,0,0,0,0,korg,korg p3 piano module ,Madrid,2021/03/20,2022/09/16,2022/09/01,2098,729
0,0,0,1,800,0,0,0,0,moog,moog slim phatty ,Ávila,2022/08/25,2022/09/30,2022/09/01,218,1624
0,0,0,1,220,0,0,0,0,befaco,befaco muxlicer + mex modulos ,Alicante,2022/07/19,2022/09/18,2022/09/01,260,506
0,0,0,1,1469,0,0,0,0,arturia,arturia matrixbrute ,Girona,2022/03/10,2022/09/23,2022/09/01,610,637
0,1,0,0,0,0,0,0,0,korg,korg lambda ,Granada,2022/08/04,2022/09/27,2022/09/01,152,1203
0,0,1,0,0,0,0,0,0,korg,korg microkorg ,Granada,2022/05/25,2022/09/27,2022/09/01,548,641
0,0,0,1,1679,0,0,0,0,waldorf,waldorf m sintetizador wavetable ,Bizkaia,2021/12/24,2022/09/28,2022/09/01,1452,533
0,0,0,1,900,0,0,0,0,korg,korg karma full expanded ,Barcelona,2022/05/10,2022/09/17,2022/09/01,774,859
0,0,1,0,500,0,0,0,0,yamaha,yamaha dx7s ,Barcelona,2022/07/14,2022/09/12,2022/09/01,496,638
0,0,0,1,225,0,0,0,0,akai,akai advance 49 ,Alicante,2021/05/22,2022/09/27,2022/09/01,1738,614
0,0,0,1,1150,0,0,0,0,dexibell,piano de escenario - teclado master dexibell vivo s7 pro ,La Rioja,2022/08/03,2022/09/26,2022/09/01,408,544
0,0,0,1,1,0,0,0,0,moog,novation 25 sl mk2 custom moog ,Valencia,2022/08/11,2022/10/10,2022/09/01,380,772
0,0,0,1,50,0,0,0,0,yamaha,funda yamaha mox6 ,Valladolid,2022/08/25,2022/10/22,2022/09/01,116,366
0,0,0,1,259,0,0,0,0,behringer,behringer pro-1 ,Cantabria,2022/08/31,2022/10/30,2022/09/01,124,1512
0,0,0,1,800,0,0,0,0,decksaver,ni maschine plus + expansiones + decksaver ,Barcelona,2022/08/11,2022/09/28,2022/09/01,368,1188
0,0,0,1,140,0,0,0,0,arturia,arturia beatstep pro black ,Madrid,2022/08/18,2022/10/31,2022/09/01,179,1151
0,0,0,1,110,0,0,0,0,-,"step fader is a dual sequencer, here is a cv basic offset ",Barcelona,2022/07/05,2022/09/27,2022/09/01,719,1188
0,0,0,1,12,0,0,0,0,yamaha,"yamaha cp70 pianos para yamaha motif xf, moxf, montage y modx ",Madrid,2018/08/13,2022/09/10,2022/09/01,3396,517
0,0,0,1,500,0,0,0,0,-,motif-rack xs ,Granada,2022/08/27,2022/10/26,2022/09/01,243,799
0,0,0,1,300,0,0,0,0,dreadbox,dreadbox nyx ,Lugo,2022/05/24,2022/09/05,2022/09/01,745,1382
0,1,0,0,0,0,0,0,0,sensel,sensel morph ,Alicante,2022/07/27,2022/09/25,2022/09/01,162,506
0,0,0,1,30,0,0,0,0,studio,faltar studio 880 sl ,Bizkaia,2022/08/11,2022/10/10,2022/09/01,324,870
0,0,0,1,699,0,0,0,0,korg,sintetizador monofónico korg ms-10 de los 70`s ,Madrid,2022/01/02,2022/09/04,2022/09/01,1792,888
0,0,0,1,120,0,0,0,0,-,electrofaustus blackfly + mooer reecho ,Barcelona,2022/07/21,2022/09/19,2022/09/01,338,1080
0,0,0,1,550,0,0,0,0,korg,korg karma ,Alicante,2021/06/09,2022/09/30,2022/09/01,3117,838
0,1,0,0,0,0,0,0,0,moog,moog moogerfooger control processor cp-251 ,Valencia,2022/05/15,2022/09/28,2022/09/01,190,1106
0,1,0,0,0,0,0,0,0,kurzweil,kurzweil k2600 76 teclas ,Ourense,2022/06/29,2022/09/09,2022/09/01,392,763
0,0,0,1,150,0,0,0,0,eurorack,proyecto eurorack inacabado 6u 84hp ,Toledo,2022/07/19,2022/09/17,2022/09/01,352,360
0,0,0,1,150,0,0,0,0,micro,maschine micro mk3 ,Madrid,2022/09/01,2022/10/31,2022/09/01,20,402
0,0,0,1,450,0,0,0,0,kurzweil,kurzweil pc1x ,Málaga,2022/08/29,2022/10/28,2022/09/01,120,1063
0,0,0,1,6000,0,0,0,0,hammond,hammond a100 con leslie 760 ,Zaragoza,2020/11/03,2022/09/21,2022/09/01,4242,859
0,0,0,1,850,0,0,0,0,mpc,akai mpc live 2 ,A Coruña,2020/11/03,2022/10/20,2022/09/01,200,1061
0,0,0,1,2500,0,0,0,0,hammond,hammond skx ,Valencia,2022/09/01,2022/10/31,2022/09/01,110,1078
0,0,0,1,150,0,0,0,0,casio,casio ct6000 rebaja ,Cádiz,2022/04/28,2022/10/01,2022/09/01,1078,539
0,0,0,1,1390,0,0,0,0,eurorack,filtro estereo eurorack cwejman dmf-2 ,Madrid,2022/03/16,2022/10/27,2022/09/01,578,560
0,0,0,1,3200,0,0,0,0,waldorf,waldorf quantum ,Madrid,2021/12/18,2022/09/30,2022/09/01,3751,943
0,0,0,1,600,0,0,0,0,roland,roland tr-727 ,Sevilla,2021/05/02,2022/09/12,2022/09/01,2081,651
0,0,0,1,190,0,0,0,0,midi,midi fighter 3d ,Ciudad Real,2021/08/18,2022/09/03,2022/09/01,819,538
0,0,0,1,900,0,0,0,0,elektron,elektron analog keys ,Madrid,2022/07/29,2022/09/25,2022/09/01,333,1261
0,0,0,1,45,0,0,0,0,arturia,arturia microlab ,Gipuzkoa,2022/06/23,2022/09/18,2022/09/01,291,872
0,0,0,1,700,0,0,0,0,roland,roland mc707 ,Sevilla,2022/08/27,2022/10/26,2022/09/01,128,512
0,0,0,1,950,0,0,0,0,korg,órgano korg cx-3 + flightcase a medida ,Madrid,2022/04/03,2022/10/14,2022/09/01,692,869
0,0,1,0,500,0,0,0,0,atomo,perceptron atomo synth semimodular tambien ,Madrid,2020/09/21,2022/09/26,2022/09/01,3965,845
0,0,0,1,90,0,0,0,0,-,mm micromust ,Girona,2021/07/22,2022/10/30,2022/09/01,765,637
0,0,0,1,339,0,0,0,0,uno,uno synth pro desktop + accesorios ,Girona,2022/05/18,2022/09/30,2022/09/01,516,637
0,0,0,1,200,0,0,0,0,roland,roland a6 ,Barcelona,2022/08/03,2022/09/28,2022/09/01,564,1188
0,0,1,0,0,0,1,0,0,-,alguno de estos sintes y caja de ritmo ,Girona,2022/04/10,2022/10/30,2022/09/01,2592,637
0,0,0,1,2000,0,0,0,0,roland,roland sh 101 ,Girona,2021/10/20,2022/10/30,2022/09/01,1455,637
0,0,0,1,2200,0,0,0,0,korg,korg pa4x 61 ,Navarra,2022/07/28,2022/09/26,2022/09/01,340,603
0,0,0,1,20,0,0,0,0,korg,diskette sonidos para el sampler korg dsm1 ,Madrid,2022/07/07,2022/09/21,2022/09/01,206,1106
0,0,0,1,60,0,0,0,0,roland,roland pn gr 50 01 ,Girona,2022/03/23,2022/09/25,2022/09/01,416,637
0,0,0,1,390,0,0,0,0,korg,korg triton le ,Girona,2021/10/28,2022/10/30,2022/09/01,1286,637
0,0,0,1,22,0,0,0,0,roland,sonidos roland jupiter x xm series y zenology pro software ,Pontevedra,2022/07/15,2022/09/26,2022/09/01,415,256
0,0,0,1,2300,0,0,0,0,nord stage ,2 ha 88 ,Palencia,2021/03/13,2022/09/27,2022/09/01,3060,736
0,0,0,1,1,0,0,0,0,-,basimilus iteritas alter + entity ultra kick ,Málaga,2022/08/28,2022/10/27,2022/09/01,138,560
0,0,0,1,95,0,0,0,0,ultimate,ultimate ax 48 pro b ,Girona,2022/04/26,2022/10/30,2022/09/01,396,637
0,0,0,1,950,0,0,0,0,roland,roland fa 08 ,Valencia,2022/08/18,2022/09/25,2022/09/01,214,1149
0,0,0,1,389,0,0,0,0,audio,tip top audio circadian rhythm ,Girona,2022/06/01,2022/09/30,2022/09/01,310,637
0,0,0,1,220,0,0,0,0,mutant,módulos mutant hihats & mutant bassdrum ,Navarra,2021/02/21,2022/09/20,2022/09/01,861,614
0,0,0,1,349,0,0,0,0,doepfer,doepfer a100lc9 ,Girona,2021/09/17,2022/09/18,2022/09/01,536,637
0,0,0,1,570,0,0,0,0,yamaha,grand piano yamaha dgx 650 ,Barcelona,2021/12/08,2022/09/27,2022/09/01,967,1092
0,0,0,1,49,0,0,0,0,-,stand digitakt + digitone ultima unidad env incl ,Cádiz,2019/06/11,2022/09/28,2022/09/01,3990,481
0,0,0,1,150,0,0,0,0,roland,kenton pro dcb para roland juno 60 y algunos jupiter 8 ,Araba,2022/05/26,2022/10/25,2022/09/01,302,660
0,0,0,1,128,0,0,0,0,befaco,befaco joystick ,Girona,2022/03/02,2022/10/29,2022/09/01,615,637
0,0,0,1,235,0,0,0,0,befaco,befaco rampage ,Girona,2021/10/01,2022/09/25,2022/09/01,447,637
0,0,0,1,150,0,0,0,0,audio,m audio oxygen pro 49 ,Cantabria,2022/09/01,2022/10/31,2022/09/01,38,840
0,0,0,1,4,0,0,0,0,eurorack,módulos eurorack + cables y accesorios ,Asturias,2022/05/09,2022/09/25,2022/09/01,1541,621
0,0,0,1,479,0,0,0,0,komplete,komplete mkii s49 ,Alicante,2022/05/29,2022/10/09,2022/09/01,331,2160
0,0,0,1,199,0,0,0,0,alesis,keytar inalámbrico alesis ,Cuenca,2022/07/14,2022/09/12,2022/09/01,260,485
0,0,0,1,295,0,0,0,0,yamaha,yamaha dx9 ,Girona,2022/03/15,2022/09/22,2022/09/01,955,637
0,0,0,1,20,0,0,0,0,korg,cassette datos para korg dw6000 ,Madrid,2022/07/07,2022/09/18,2022/09/01,208,1106
0,0,0,1,530,0,0,0,0,-,digitone impecable ,Sevilla,2022/06/08,2022/09/30,2022/09/01,613,969
0,0,0,1,80,0,0,0,0,make noise ,eurorack rasie ,Madrid,2022/08/25,2022/09/28,2022/09/01,148,869
1,0,0,1,300,0,0,0,0,4ms,4ms stereo triggered sampler ,Barcelona,2022/08/11,2022/10/09,2022/09/01,124,408
0,0,0,1,300,0,0,0,0,novation,novation ultranova ,Granada,2022/08/25,2022/10/22,2022/09/01,205,827
0,0,1,0,0,0,0,0,0,akai,akai x7000 floppy usb & librería ,Tarragona,2022/08/25,2022/09/28,2022/09/01,226,1816
0,0,0,1,1050,0,0,0,0,-,modulo sintetizador prophet 08 david smith ,Madrid,2022/08/11,2022/10/09,2022/09/01,360,476
0,0,0,1,330,0,0,0,0,yamaha,tg 500 yamaha ,Barcelona,2022/07/21,2022/09/28,2022/09/01,444,588
0,0,0,1,1300,0,0,0,0,nord rack nord lead ,3 - 3 en ,Alicante,2022/08/29,2022/10/28,2022/09/01,150,851
0,0,0,1,12000,0,0,0,0,system,moog system 15 ,Barcelona,2020/10/03,2022/09/25,2022/09/01,5720,650
0,0,0,1,249,0,0,0,0,befaco,befaco lich ,Girona,2021/12/15,2022/10/30,2022/09/01,555,637
0,0,0,1,98,0,0,0,0,volca,korg volca kick ,Cantabria,2022/06/15,2022/10/01,2022/09/01,324,1090
0,0,0,1,495,0,0,0,0,waldorf,waldorf microwave ii rack ,Sevilla,2022/06/10,2022/09/27,2022/09/01,600,279
0,0,0,1,5500,0,0,0,0,rhodes,piano rhodes 88 mark ii eighty eight suitcase ,Madrid,2022/01/19,2022/09/22,2022/09/01,1726,580
0,0,0,1,1550,0,0,0,0,roland,roland júpiter 80 + flight case a medida ,Toledo,2020/11/26,2022/10/22,2022/09/01,2056,650
0,0,0,1,90,0,0,0,0,volca,colección volca casi completa + extras ,Lugo,2021/06/24,2022/09/27,2022/09/01,2909,851
0,0,0,1,90,0,0,0,0,kawai,kawai card ram dc 16 ,Girona,2021/05/26,2022/09/26,2022/09/01,414,637
0,0,0,1,75,0,0,0,0,bheringer,bheringer umx 61 ,Valencia,2021/03/04,2022/10/17,2022/09/01,1129,298
0,0,0,1,333,0,0,0,0,yamaha,yamaha tx-7 ,Valencia,2022/08/18,2022/10/01,2022/09/01,366,1073
0,0,0,1,375,0,0,0,0,roland,roland fantom xr ,Zaragoza,2022/06/11,2022/09/13,2022/09/01,446,183
0,0,0,1,779,0,0,0,0,roland,roland mc 707 ,Girona,2022/02/17,2022/09/23,2022/09/01,774,637
0,1,0,0,0,0,0,0,0,arturia,arturia keystep ,Sevilla,2022/08/30,2022/10/30,2022/09/01,70,413
0,0,0,1,85,0,0,0,0,roland,roland pn d50 02 ,Girona,2021/05/26,2022/10/09,2022/09/01,474,637
0,0,0,1,190,0,0,0,0,arturia,arturia beatstep pro ,Pontevedra,2022/08/11,2022/10/10,2022/09/01,110,637
0,0,0,1,250,0,0,0,0,korg,korg microsampler ,Barcelona,2021/04/04,2022/09/25,2022/09/01,1143,1274
0,0,0,1,1850,0,0,0,0,arturia,arturia polybrute ,Sevilla,2022/08/29,2022/10/28,2022/09/01,128,512
0,0,0,1,375,0,0,0,0,system,eric synths pico system iii desktop ,Girona,2021/12/29,2022/10/30,2022/09/01,940,637
0,0,0,1,179,0,0,0,0,yamaha,procesador de efectos yamaha emp-100 para guitarra bajo voces y teclados ,Zaragoza,2022/01/20,2022/10/01,2022/09/01,908,1569
0,0,0,1,1350,0,0,0,0,korg,korg ms-20 ,Girona,2021/06/23,2022/10/08,2022/09/01,1013,637
0,0,0,1,180,0,0,0,0,-,alm001 pamelas workout ,Madrid,2022/08/11,2022/09/28,2022/09/01,202,869
0,0,0,1,80,0,0,0,0,akai,akai pro mpd 32 ,Barcelona,2022/07/04,2022/09/02,2022/09/01,284,387
0,0,0,1,860,0,0,0,0,yamaha,yamaha moxf8 ,Navarra,2022/08/04,2022/10/05,2022/09/01,314,601
0,0,0,1,450,0,0,0,0,yamaha,yamaha tenori-on ,Barcelona,2022/08/30,2022/10/29,2022/09/01,116,1065
0,0,0,1,550,0,0,0,0,quasimidi,quasimidi sirius ,Valencia,2022/04/26,2022/10/19,2022/09/01,759,843
0,0,0,1,50,0,0,0,0,-,organo lowrey genie tenie ,Madrid,2020/09/22,2022/10/29,2022/09/01,1444,1151
0,0,0,1,300,0,0,0,0,komplete,teclado controlador ni komplete kontrol mk3 49 ,Valencia,2022/07/10,2022/09/08,2022/09/01,394,2271
0,0,0,1,270,0,0,0,0,elka,teclado elka omb5 caja de ritmos+acompañamiento automático drumstar80 ,Madrid,2022/08/18,2022/09/26,2022/09/01,388,1057
0,0,0,1,35,0,0,0,0,korg,korg m3 - librería para ni kontakt y reason ,Córdoba,2022/06/01,2022/09/18,2022/09/01,290,536
1,0,0,1,550,0,0,0,0,virus,access virus snow ,Madrid,2022/07/13,2022/09/11,2022/09/01,804,1342
0,0,0,1,175,0,0,0,0,eurorack,diode operator station vcf eurorack ,Madrid,2022/08/31,2022/10/30,2022/09/01,94,560
0,0,0,1,125,0,0,0,0,midi,motu midi timepiece ii ,Zaragoza,2022/03/08,2022/09/30,2022/09/01,1131,1569
0,0,0,1,230,0,0,0,0,ajh,ajh synth dual contour black ,Girona,2021/09/17,2022/10/30,2022/09/01,577,637
0,1,1,0,0,0,0,0,0,e-mu,e-mu orbit v3 ,Valencia,2022/08/11,2022/10/14,2022/09/01,140,725
0,0,0,1,430,0,0,0,0,eurorack,eloquencer eurorack ,Madrid,2022/06/29,2022/09/11,2022/09/01,466,652
0,0,0,1,550,0,0,0,0,akai,akai mpk 88 ,Alicante,2022/05/31,2022/10/09,2022/09/01,374,2160
0,0,0,1,20,0,0,0,0,korg,cassette datos para korg poly800-ii ,Madrid,2022/07/07,2022/09/26,2022/09/01,204,1106
0,0,0,1,4500,0,0,0,0,roland,sintetizador roland jupiter-4 compuphonic ,Castellón,2022/07/09,2022/09/07,2022/09/01,536,2327
0,0,0,1,75,0,0,0,0,kurzweil,placa sampler smp-r para kurzweil k2000r ,Barcelona,2021/05/26,2022/09/28,2022/09/01,2104,1121
0,0,0,1,2900,0,0,0,0,-,ob-06 con sonidos de pago ,Madrid,2022/07/28,2022/09/25,2022/09/01,604,943
0,0,0,1,700,0,0,0,0,emu,emu e4x turbo - hollywood gold limited edition ,Alicante,2022/08/29,2022/10/28,2022/09/01,152,851
0,0,0,1,60,0,0,0,0,midi,icon ikeyboard 5x - teclado midi ,Barcelona,2022/04/10,2022/10/07,2022/09/01,538,850
0,0,1,0,0,0,0,0,0,roland,korg r3 y roland ju06a ,Barcelona,2022/08/25,2022/09/28,2022/09/01,278,1062
0,0,0,1,90,0,0,0,0,dreadbox,dreadbox hysteria ,Granada,2022/02/14,2022/09/27,2022/09/01,494,853
0,0,0,1,300,0,0,0,0,-,studiologic numacompact 2 ,Madrid,2022/08/30,2022/10/29,2022/09/01,128,728
0,0,0,1,1150,0,0,0,0,the,soma lyra 8 limited edition the pacifist ,Girona,2021/07/12,2022/10/30,2022/09/01,488,637
0,0,0,1,400,0,0,0,0,analogue systems ,secuenciador rs-200 y quantiser rs-260 ,Barcelona,2020/07/25,2022/09/29,2022/09/01,1668,1287
0,0,0,1,50,0,0,0,0,doepfer,doepfer a 130 2 dual vca ,Pontevedra,2022/08/31,2022/10/30,2022/09/01,56,964
0,0,0,1,460,0,0,0,0,alesis,alesis ion ,Alicante,2022/08/18,2022/10/01,2022/09/01,276,850
0,0,0,1,500,0,0,0,0,instruments,star instruments synare 3 ,Baleares,2022/08/11,2022/10/13,2022/09/01,148,596
0,0,0,1,100,0,0,0,0,yamaha,yamaha psr-f51 ,Asturias,2022/07/31,2022/09/29,2022/09/01,323,288
0,0,0,1,900,0,0,0,0,korg,korg polysix ,Barcelona,2022/07/15,2022/09/13,2022/09/01,594,1196
0,0,0,1,90,0,0,0,0,volca,korg volca fm ,Barcelona,2022/08/26,2022/10/25,2022/09/01,100,728
0,0,0,1,100,0,0,0,0,noise,noise engeneering viol ruina ,Barcelona,2022/08/18,2022/09/28,2022/09/01,142,612
0,0,0,1,4250,0,0,0,0,korg,korg trident mk i ,Madrid,2022/04/20,2022/09/18,2022/09/01,944,2019
0,0,0,1,110,0,0,0,0,-,maleta sintetizador 61 ,Murcia,2022/05/28,2022/09/25,2022/09/01,341,433
0,0,0,1,100,0,0,0,0,-,cacharros varios ,Valencia,2022/08/18,2022/09/28,2022/09/01,1146,498
0,0,0,1,240,0,0,0,0,novation,novation circuit rythm ,Málaga,2022/08/25,2022/10/22,2022/09/01,184,398
0,0,1,0,0,0,0,0,0,noise,noise engineering basimilus iteritas ,Barcelona,2021/12/04,2022/09/27,2022/09/01,1381,1031
0,0,0,1,135,0,0,0,0,-,rebel technology chronos mkii ,Girona,2022/02/28,2022/09/05,2022/09/01,426,637
0,0,0,1,100,0,0,0,0,-,hardcase con ruedas para teclado de 76 teclas ,Lugo,2022/01/05,2022/09/21,2022/09/01,607,1229
0,0,0,1,5100,0,0,0,0,roland,roland jupiter 4 ,Barcelona,2022/01/22,2022/09/24,2022/09/01,3027,650
0,1,0,0,0,0,0,0,0,korg,tarjeta korg wavestation wsc-3s synth & time slice ,Gipuzkoa,2020/10/11,2022/09/29,2022/09/01,731,1293
0,0,0,1,2300,0,0,0,0,origin,arturia origin ,Valencia,2021/05/10,2022/10/19,2022/09/01,2018,843
0,0,0,1,10,0,0,0,0,moog,funda cubrepolvo a la medida para moog prodigy ,Madrid,2022/07/17,2022/09/26,2022/09/01,334,1103
0,0,0,1,250,0,0,0,0,novation,sintetizador teclado novation mininova ,Madrid,2022/08/29,2022/10/28,2022/09/01,92,650
0,0,0,1,1750,0,0,0,0,sequential circuits ,pro-one ,Madrid,2022/07/04,2022/09/02,2022/09/01,466,377
0,0,0,1,320,0,0,0,0,behringer,behringer ms 1 ,Cádiz,2022/07/09,2022/09/09,2022/09/01,869,719
0,0,0,1,1500,0,0,0,0,yamaha,yamaha sk20 string machine ,Madrid,2021/12/23,2022/09/25,2022/09/01,1680,580
0,0,0,1,400,0,0,0,0,uno,uno synth pro ,Granada,2021/11/07,2022/09/27,2022/09/01,1158,1047
0,0,0,1,675,0,0,0,0,nord lead ,2x ,Navarra,2022/08/11,2022/09/29,2022/09/01,438,861
0,0,0,1,6000,0,0,0,0,moog,moog one 8 ,León,2022/08/30,2022/10/29,2022/09/01,132,912
0,0,0,1,1890,0,0,0,0,korg,mini korg 700 fs tambien cambios ,Girona,2022/05/11,2022/09/22,2022/09/01,696,637
0,0,0,1,375,0,0,0,0,-,casiotone 701 ,Girona,2021/10/22,2022/09/27,2022/09/01,1047,637
0,0,0,1,115,0,0,0,0,instruments,clon de mutable instruments frames ,Cádiz,2022/07/22,2022/10/01,2022/09/01,306,539
0,0,0,1,300,0,0,0,0,-,piano electrico vertical thomann dp- 51 ,Barcelona,2022/07/13,2022/09/11,2022/09/01,262,504
0,0,0,1,410,0,0,0,0,modular,eloquencer winter modular ,Sevilla,2022/08/04,2022/10/03,2022/09/01,224,300
0,0,0,1,111111,0,0,0,0,-,material a la venta en moogchild synthdrome ,Madrid,2021/03/18,2022/09/18,2022/09/01,20160,2019
0,0,0,1,1100,0,0,0,0,nord stage ,piano clavia rev c 88 teclas ,Girona,2022/08/18,2022/09/21,2022/09/01,402,1126
0,0,0,1,180,0,0,0,0,decksaver,arturia drumbrute impact + decksaver ,León,2022/07/11,2022/09/09,2022/09/01,255,1031
0,0,0,1,40,0,0,0,0,midi,teclado midi 61 teclas ,Murcia,2022/07/27,2022/09/25,2022/09/01,218,607
0,0,0,1,140,0,0,0,0,4ms,4ms row power ,Tarragona,2022/03/12,2022/09/28,2022/09/01,473,554
0,0,0,1,80,0,0,0,0,eurorack,audiothingies ced tuner afinador eurorack ,Madrid,2022/06/29,2022/09/11,2022/09/01,306,652
0,0,0,1,600,0,0,0,0,yamaha,yamaha ex5 ,Cádiz,2022/04/18,2022/10/03,2022/09/01,647,901
0,0,0,1,500,0,0,0,0,yamaha,yamaha mo6 ,Madrid,2022/08/18,2022/10/20,2022/09/01,202,413
0,0,0,1,330,0,0,0,0,-,keylab 49 mk2 negro ,Madrid,2022/01/08,2022/09/28,2022/09/01,1112,943
0,0,0,1,300,0,0,0,0,yamaha,yamaha rm1x ,Sevilla,2022/08/27,2022/10/27,2022/09/01,120,741
0,0,0,1,50,0,0,0,0,korg,korg pa2x - pa 3x tarjeta ram 128mb - manual de operario korg pa2x ,Córdoba,2022/07/19,2022/09/17,2022/09/01,192,613
0,0,0,1,825,0,0,0,0,-,leslie 760 n autónomo ,Zaragoza,2020/06/16,2022/09/24,2022/09/01,1912,859
0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 106 data rom ,Girona,2021/06/30,2022/09/26,2022/09/01,354,637
0,0,0,1,1969,0,0,0,0,korg,korg minikorg 700 fs - nuevo ,Girona,2022/05/27,2022/09/15,2022/09/01,524,637
0,0,0,1,1250,0,0,0,0,yamaha,piano yamaha cpv-301 ,Barcelona,2022/08/30,2022/10/29,2022/09/01,90,501
0,0,0,1,15,0,0,0,0,-,thomann keyboard bag 6 ,Barcelona,2021/11/21,2022/09/25,2022/09/01,974,761
0,0,0,1,180,0,0,0,0,korg,secuenciador korg sq64 ,Granada,2022/08/31,2022/10/30,2022/09/01,170,723
0,0,0,1,800,0,0,0,0,kawai,kawai vpc1 ,Sevilla,2022/06/01,2022/10/14,2022/09/01,481,510
0,0,0,1,280,0,0,0,0,yamaha,yamaha kx-8 ,Barcelona,2022/04/25,2022/09/13,2022/09/01,1845,474
