urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen,anon_user
0,0,0,1,999,0,0,0,0,-,asm hydrasynth ,sasl,Valencia,2021/09/03,2022/11/05,2022/11/01,3578,435
0,0,1,0,0,0,0,0,0,elektron,elektron analog four mki ,Carlos De Castro,Barcelona,2022/10/18,2022/12/17,2022/11/01,257,1465
1,0,0,1,830,0,0,0,0,novation,novation peak ,sasl,Valencia,2022/07/10,2022/11/30,2022/11/01,805,435
0,0,0,1,200,0,0,0,0,electribe,korg electribe s mk2 ,drumax,Valencia,2019/06/19,2022/11/23,2022/11/01,2307,657
0,0,0,1,125,0,0,0,0,-,maleta fligthcase sintetizador 61 aluminio ,jose,Murcia,2022/05/28,2022/11/25,2022/11/01,461,433
0,0,0,1,70,0,0,0,0,yamaha,flightcase yamaha p 80 ,liradigital MRF,Madrid,2022/04/11,2022/12/01,2022/11/01,629,1419
0,0,0,1,25,0,0,0,0,roland,roland juno 106 high pass filter hpf ,Hormi77,Barcelona,2022/10/27,2022/12/26,2022/11/01,152,621
0,0,1,0,1900,0,0,0,0,arturia,o arturia polybrute ,raul,Cádiz,2022/10/11,2022/12/09,2022/11/01,358,436
0,0,0,1,50,0,0,0,0,m-audio,teclado controlador usb m-audio oxygen 25 mk4 ,Bee One Studio,Barcelona,2022/09/10,2022/11/09,2022/11/01,252,1254
0,0,0,1,900,0,0,0,0,elektron,elektron analog 4 mk1 ,Daniel,Barcelona,2022/11/01,2022/12/31,2022/11/01,52,589
0,0,0,1,119,0,0,0,0,yamaha,yamaha rev 500 ,moog1406,Girona,2021/12/23,2022/11/23,2022/11/01,1060,637
0,0,0,1,395,0,0,0,0,synthesis,modulo eurorack synthesis technology e560 deflector shield ,tyrel,Madrid,2020/09/12,2022/12/31,2022/11/01,661,560
0,0,0,1,100,0,0,0,0,eurorack,toms 000 eurorack ,liradigital MRF,Madrid,2022/07/22,2022/12/01,2022/11/01,548,1419
1,0,0,1,310,0,0,0,0,fairfield,fairfield circuitry meet maude analog delay ,Morphido,Madrid,2022/06/19,2022/11/08,2022/11/01,646,834
0,0,0,1,1850,0,0,0,0,yamaha,yamaha cvp-701b con muy poco uso ,viztorf,Barcelona,2022/09/21,2022/11/28,2022/11/01,513,788
0,0,0,1,495,0,0,0,0,roland,roland xv 5080 actualizado ,7ºDisminuido,Málaga,2022/02/05,2022/11/24,2022/11/01,2412,1286
0,0,0,1,80,0,0,0,0,komplete,komplete kontrol a25 ,Low Frequency,Madrid,2022/09/25,2022/11/17,2022/11/01,257,1284
0,1,0,0,0,0,0,0,0,nord stage ,3 compact a partir de 2020 ,teclatommy,Barcelona,2022/09/20,2022/11/19,2022/11/01,187,1087
0,0,0,1,1275,0,0,0,0,roland,sintetizador roland spv-355 ,finess7,Huelva,2022/08/20,2022/11/20,2022/11/01,641,703
0,0,0,1,190,0,0,0,0,eurorack,intellijel polaris filtro eurorack ,guardabrazo,Madrid,2022/10/26,2022/12/25,2022/11/01,139,1170
0,1,0,0,0,0,0,0,0,alesis,alesis andromeda a6 ,pakoveliya,Granada,2017/12/26,2022/11/15,2022/11/01,183,1077
0,0,0,1,150,0,0,0,0,roland,roland mv30 ,Acelera,Málaga,2022/10/25,2022/12/24,2022/11/01,222,685
0,0,0,1,750,0,0,0,0,kawai,kawai mp7se ,ARPEGGIATORNIK,Granada,2022/09/08,2022/11/07,2022/11/01,690,1047
0,0,0,1,50,0,0,0,0,maschine,"native instruments maschine 1 sin licencia, solo en mano ",IG,Valencia,2021/04/11,2022/11/16,2022/11/01,1371,144
0,0,0,1,7,0,0,0,0,-,manual impreso mc909 en español ,bioroide,Madrid,2022/10/11,2022/11/27,2022/11/01,106,845
1,0,0,1,550,0,0,0,0,yamaha,yamaha sy77 ,moog1406,Girona,2022/03/16,2022/12/17,2022/11/01,926,637
0,0,0,1,40,0,0,0,0,behringer,módulo eurorack behringer 911 envelope generator ,javi_randoom,Madrid,2022/08/07,2022/11/05,2022/11/01,266,1273
0,0,0,1,999,0,0,0,0,synthesis,synthesis technology e370 quad morphing vco black ,moog1406,Girona,2022/05/04,2022/11/24,2022/11/01,575,637
0,0,0,1,400,0,0,0,0,roland,roland a80 ,japovaz,Ourense,2022/10/25,2022/11/29,2022/11/01,162,763
0,0,0,1,700,0,0,0,0,kawai,teclado sintetizador kawai k5 ,Todo a 100,Almería,2022/06/28,2022/12/31,2022/11/01,542,712
0,1,0,0,0,0,0,0,0,-,organelle m ,pacoloco,Cádiz,2022/10/25,2022/12/23,2022/11/01,112,848
0,0,0,1,390,0,0,0,0,make noise ,phonogene ,moog1406,Girona,2021/07/28,2022/11/14,2022/11/01,1316,637
0,0,0,1,1829,0,0,0,0,arp,arp 2600m nuevo tambien cambios ,moog1406,Girona,2022/04/20,2022/11/10,2022/11/01,1019,637
0,0,0,1,170,0,0,0,0,-,behringuer wasp deluxe ,Alexmx03,Murcia,2022/09/19,2022/11/18,2022/11/01,522,722
0,0,0,1,50,0,0,0,0,iomega,zip iomega 100 scsi ,cvsequencer,Barcelona,2022/08/03,2022/11/30,2022/11/01,650,1188
0,0,0,1,100,0,0,0,0,2hp,modulo eurorack 2hp loop ,Juan C,Madrid,2022/09/24,2022/11/30,2022/11/01,178,497
0,0,0,1,340,0,0,0,0,eurorack,modulos eurorack rebajados ,tomiwilli,Madrid,2022/10/03,2022/12/01,2022/11/01,815,986
0,0,0,1,1390,0,0,0,0,hammond,hammond m100 año 1962 ,windbass,Zaragoza,2022/06/01,2022/12/09,2022/11/01,1167,859
1,0,0,1,80,0,0,0,0,erica synth ,pico vco ,Alex Garcia,Salamanca,2022/09/06,2022/11/05,2022/11/01,110,1009
0,0,0,1,350,0,0,0,0,se,roland srx world collection expansion se admiten ofertas ,equipoestudio,Murcia,2022/10/11,2022/12/07,2022/11/01,88,1424
0,0,0,1,1909,0,0,0,0,erica synths ,perkons hd-01 ,Storm,Bizkaia,2022/10/04,2022/11/30,2022/11/01,420,533
0,1,0,0,0,0,0,0,0,-,soma lyra-8 ,carlominus,Madrid,2022/10/28,2022/12/27,2022/11/01,52,1085
0,0,0,1,350,0,0,0,0,decksaver,roland tr-8 + expansión 7x7 + decksaver ,Charli Gómez,A Coruña,2022/09/30,2022/11/18,2022/11/01,234,1273
0,0,0,1,190,0,0,0,0,roland,roland tb-3 ,finaldesousa,Barcelona,2022/10/11,2022/12/13,2022/11/01,128,1278
0,0,0,1,695,0,0,0,0,poly,korg poly 61 m ,Aguilar242,Navarra,2022/10/25,2022/11/30,2022/11/01,294,861
0,0,0,1,100,0,0,0,0,novation,novation impulse 25 ,aspiktongue,Madrid,2021/12/07,2022/12/31,2022/11/01,1306,1194
0,0,0,1,575,0,0,0,0,eurorack,eurorack modulos ,ion,Valencia,2022/10/11,2022/11/23,2022/11/01,712,326
0,0,0,1,150,0,0,0,0,maschine,maschine mk2 ,fine,Pontevedra,2022/10/11,2022/12/08,2022/11/01,111,418
0,0,0,1,450,0,0,0,0,roland,piano roland rd300 ,anhel,Valencia,2022/09/11,2022/11/10,2022/11/01,340,520
0,0,0,1,195,0,0,0,0,sonicware,sonicware liven 8bit warps ,Aguilar242,Navarra,2022/09/21,2022/11/28,2022/11/01,520,861
0,0,0,1,750,0,0,0,0,yamaha,sintetizador yamaha dx7 ,Albert J,Tarragona,2022/10/27,2022/12/26,2022/11/01,152,708
0,0,0,1,100,0,0,0,0,studio,studio electronics atc-1 2600 filter cartridge ,FZappy,Barcelona,2021/09/21,2022/11/30,2022/11/01,816,602
0,0,0,1,230,0,0,0,0,instruments,mutable instruments clouds completo ,donpuzo,Barcelona,2022/05/31,2022/12/30,2022/11/01,683,783
0,1,0,0,0,0,0,0,0,ultimate,tu tarjeta de expansión roland srx-07 por 200€ ultimate keys ,prubio,Madrid,2022/09/24,2022/11/23,2022/11/01,144,657
0,0,0,1,900,0,0,0,0,yamaha,"yamaha vocaloid vkb-100, un keytar que canta en japonés ",drtikov,Barcelona,2022/10/18,2022/12/15,2022/11/01,106,771
0,0,0,1,330,0,0,0,0,eurorack,noise engineering basimilus iteritas alter eurorack ,sasl,Valencia,2022/09/08,2022/11/30,2022/11/01,275,435
0,0,0,1,250,0,0,0,0,-,piano escenario artesia pe88w - precintado ,XapitU,Lleida,2020/10/05,2022/11/03,2022/11/01,662,603
0,0,0,1,50,0,0,0,0,roland,roland memory cartridge m-16c ,carasa650,Baleares,2022/09/07,2022/11/20,2022/11/01,137,774
0,0,0,1,150,0,0,0,0,roland,roland p 330 ,carasa650,Baleares,2022/09/07,2022/11/20,2022/11/01,273,774
0,0,0,1,299,0,0,0,0,-,sony f7 sound processor ,moog1406,Girona,2021/10/14,2022/11/13,2022/11/01,894,637
0,0,0,1,550,0,0,0,0,roland,controlador midi de pies roland pk 6 ,fugazi,Cádiz,2022/10/25,2022/12/01,2022/11/01,132,646
0,0,0,1,325,0,0,0,0,-,wersi ex10r expander with 8-bit drums 1985 ,Samsimo,Madrid,2021/04/20,2022/11/25,2022/11/01,1643,729
0,0,0,1,100,0,0,0,0,se,detachable metal design stand for three ultimate support synthesiser keyboards se admiten ofertas ,equipoestudio,Murcia,2022/10/11,2022/12/07,2022/11/01,252,1424
0,0,0,1,0,0,0,0,0,joranalogue,modulos eurorack joranalogue y intellijel ,ThunderDJ,Granada,2022/10/11,2022/11/24,2022/11/01,534,872
0,0,0,1,155,0,0,0,0,-,dixie 2 oscilador ,Adrian,Valencia,2022/10/04,2022/12/04,2022/11/01,158,591
0,0,0,1,20,0,0,0,0,-,"orejas rack neutron, pro 1, k2 80hp fin stock env incl ",PETZOO,Cádiz,2021/01/22,2022/11/28,2022/11/01,1485,481
0,0,0,1,450,0,0,0,0,korg,sintetizador piano korg n1 88 teclas contrapesadas ,jordipares3,Girona,2021/09/18,2022/11/07,2022/11/01,3154,1126
0,0,0,1,750,0,0,0,0,roland,roland fa-06 ,rogaes,Granada,2022/10/11,2022/11/30,2022/11/01,242,641
0,0,1,0,0,0,0,0,0,deepmind 12 ,como nuevo ,bounty,Girona,2022/10/25,2022/12/21,2022/11/01,270,673
0,0,0,1,1750,0,0,0,0,nord wave ,teclado 2 ,dorremifasol,Barcelona,2022/07/17,2022/11/11,2022/11/01,1542,1287
0,0,0,1,9000,0,0,0,0,the,ems vcs3 the cloney project ,moog1406,Girona,2021/11/09,2022/12/23,2022/11/01,1265,637
1,0,0,1,400,0,0,0,0,erica synths ,bassline db-01 ,Álvaro,Sevilla,2022/07/28,2022/11/21,2022/11/01,711,741
0,0,0,1,150,0,0,0,0,modular,slopes_st modular _eurorack_ ,rustho,Barcelona,2022/10/25,2022/12/21,2022/11/01,134,677
0,0,1,0,0,0,0,0,0,roland,roland vs 24000 cd + monitor ,elprofesordedanza,Tarragona,2022/07/29,2022/11/23,2022/11/01,717,1816
0,0,0,1,850,0,0,0,0,roland,roland tr606 drumatix modificada ,pitch-on,Navarra,2022/10/27,2022/12/26,2022/11/01,202,802
0,0,1,0,35,0,0,0,0,adam,funda para teclado de 5 octavas por soporte rack tipo adam hall ,bioroide,Madrid,2021/04/01,2022/11/27,2022/11/01,1150,845
0,0,0,1,79,0,0,0,0,audio,grey audio 3340 ,moog1406,Girona,2021/10/08,2022/12/17,2022/11/01,547,637
0,0,0,1,80,0,0,1,1,korg,korg t3 - para o ,moodymarco,Barcelona,2021/12/18,2022/11/06,2022/11/01,809,1082
0,0,0,1,500,0,0,0,0,acidlab,acidlab drumatix 606 reservada ,Aponsa,Barcelona,2022/08/17,2022/12/26,2022/11/01,578,610
0,0,0,1,410,0,0,0,0,0-coast,0-coast ,Metrolike,Málaga,2022/10/03,2022/11/24,2022/11/01,318,940
0,0,0,1,5444,0,0,0,0,oberheim,oberheim obx8 nuevo solo una unidad disponible ,moog1406,Girona,2022/05/10,2022/12/02,2022/11/01,832,637
0,0,0,1,45,0,0,0,0,eurorack,eurorack case 70hp model d ,Morphido,Madrid,2020/12/12,2022/11/19,2022/11/01,2751,834
0,0,0,1,300,0,0,0,0,korg,korg prophecy ,bekki,Barcelona,2022/05/13,2022/11/29,2022/11/01,834,518
0,0,0,1,300,0,0,0,0,yamaha,yamaha tg33 tone generator vector synth ,Paoli Atzei,Barcelona,2022/08/31,2022/11/29,2022/11/01,402,1042
0,0,0,1,329,0,0,0,0,clavia,clavia nord micromodular ,Raul Jordan,Valencia,2015/08/04,2022/11/07,2022/11/01,1816,1042
0,1,1,0,0,0,0,0,0,instruments,modulos mutable instruments ,Sonitec,Valencia,2022/08/14,2022/12/19,2022/11/01,416,725
0,0,0,1,225,0,0,0,0,music,korg eletribe music production station ,Ramon,Barcelona,2022/10/25,2022/12/22,2022/11/01,154,509
