urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,user,city,published,expire,date_scrapped,seen
0,0,0,1,250,0,0,0,0,audio,módulo de sonidos y efectos sm pro audio vmachine reproductor de pluggins vst ,franpa,Alicante,2022/07/02,2022/09/12,2022/08/26,526
0,0,0,1,75,0,0,0,0,-,"flightcase 19"" thon rack 5u eco ii compact 23 ",Mario,Cantabria,2022/07/22,2022/09/25,2022/08/26,304
0,0,0,1,59,0,0,0,0,yamaha,yamaha vrc 103 sustain group ,moog1406,Girona,2021/06/28,2022/09/26,2022/08/26,298
0,0,0,1,525,0,0,0,0,electribe,electribe esx-1sd versión sd ,xline,Barcelona,2022/05/04,2022/09/17,2022/08/26,734
0,0,0,1,580,0,0,0,0,elektron,elektron digitakt ,edulo,Badajoz,2022/08/05,2022/10/03,2022/08/26,288
0,1,0,0,0,0,0,0,0,doepfer,doepfer a-103 vcf 6 ,Wallace,La Rioja,2022/07/16,2022/09/24,2022/08/26,146
0,0,0,1,290,0,0,0,0,-,kit controlador para leslies de 6 pines 122 y 147 familias 6h y 6w ,windbass,Zaragoza,2021/07/10,2022/09/24,2022/08/26,661
1,0,0,1,390,0,0,0,0,akai,akai s3000xl + tarjeta eb16 + zip omega + manuales y cableado ,markos335,Tarragona,2022/06/30,2022/09/24,2022/08/26,392
0,0,0,1,600,0,0,0,0,yamaha,yamaha reface dx + cs ,Kevin Teucilide,Barcelona,2022/08/21,2022/10/20,2022/08/26,162
0,0,0,1,1200,0,0,0,0,-,teclado midi mpe linnstrument 200 teclas ,Ivan,Madrid,2022/07/07,2022/09/05,2022/08/26,304
0,0,0,1,190,0,0,0,0,e-mu,e-mu procussion ,roy242,Valencia,2022/08/23,2022/10/22,2022/08/26,121
0,0,0,1,975,0,0,0,0,yamaha,yamaha modx6 en excelente estado con extras ,nisakku,Barcelona,2022/08/23,2022/10/22,2022/08/26,155
0,1,0,0,0,0,0,0,0,-,modx ,jose,Murcia,2022/06/30,2022/08/29,2022/08/26,236
0,0,0,1,60,0,0,0,0,arturia,arturia minilab mkii ,Caradusanto,Málaga,2022/07/25,2022/09/23,2022/08/26,240
0,0,0,1,389,0,0,0,0,roland,roland mv30 ,Francisco Rivera,Madrid,2021/12/24,2022/09/23,2022/08/26,1950
0,0,0,1,1190,0,0,0,0,komplete,komplete kontrol s61 mk2 y komplete 13 ultimate ,David,Cádiz,2022/07/16,2022/09/14,2022/08/26,222
0,0,0,1,975,0,0,0,0,teenage,teenage enginering + decksaver + funda ,moog1406,Girona,2022/05/25,2022/09/22,2022/08/26,346
0,0,0,1,1050,0,0,0,0,-,kodamo essence fm – sintetizador multitímbrico fm ,alcachofazul,Madrid,2022/07/12,2022/09/25,2022/08/26,496
0,0,0,1,100,0,0,0,0,maschine,maschine mk i ,drumax,Valencia,2020/04/26,2022/09/23,2022/08/26,2458
0,0,0,1,4990,0,0,0,0,system,system ,angelmahon,Valencia,2022/08/19,2022/10/17,2022/08/26,296
0,0,0,1,180,0,0,0,0,eurorack,doboz touch sensing note memory eurorack ,insula,Madrid,2022/06/29,2022/09/11,2022/08/26,280
0,0,0,1,475,0,0,0,0,-,eloquencer + midi expansion ,jesus_nevado,Madrid,2022/06/30,2022/08/29,2022/08/26,248
0,0,0,1,75,0,0,0,0,doepfer,doepfer a189-1 ,moog1406,Girona,2021/06/10,2022/09/26,2022/08/26,446
0,0,0,1,1700,0,0,0,0,-,eminent solina string ensemble mk 1 ,moral97,Baleares,2021/07/04,2022/09/17,2022/08/26,1347
0,0,0,1,170,0,0,0,0,korg,korg sd-400 signal delay 1978 ,selimorgan,Valencia,2022/05/08,2022/09/23,2022/08/26,896
0,0,0,1,399,0,0,0,0,dreadbox,dreadbox nymphes ,Storm,Bizkaia,2021/12/15,2022/09/24,2022/08/26,1705
0,0,0,1,205,0,0,0,0,befaco,befaco crush delay ,moog1406,Girona,2021/06/04,2022/09/20,2022/08/26,382
0,0,0,1,325,0,0,0,0,teenage,op-z teenage engineering ,Miles,Girona,2022/03/08,2022/09/23,2022/08/26,1280
0,0,0,1,345,0,0,0,0,-,jen sx-2000 synthetone ,Cobe,Madrid,2022/07/04,2022/09/02,2022/08/26,362
0,0,0,1,400,0,0,0,0,polyend,polyend tracker ,Garz,Lugo,2022/08/19,2022/10/17,2022/08/26,100
0,0,0,1,260,0,0,0,0,novation,novation mininova ,Andebol,Pontevedra,2022/03/17,2022/08/27,2022/08/26,972
0,0,0,1,350,0,0,0,0,roland,sintetizador roland boutique se-02 ,Jose Armando,Sevilla,2022/07/20,2022/09/18,2022/08/26,462
0,0,0,1,320,0,0,0,0,black,arturia keylab 49 mkii black ,curve259,Araba,2022/04/18,2022/09/04,2022/08/26,836
0,0,0,1,360,0,0,0,0,waldorf,waldorf blofeld desktop negro + licencia sl ,afro.funk,Barcelona,2021/05/31,2022/09/24,2022/08/26,786
0,0,0,1,350,0,0,0,0,yamaha,piano midi yamaha p-95 ,Teresa Velasco Navarro,Madrid,2022/08/05,2022/10/04,2022/08/26,178
0,0,0,1,95,0,0,0,0,-,kassutronics vco 3340 ,manuelariza,Málaga,2022/06/23,2022/08/28,2022/08/26,292
0,0,1,0,50,0,0,0,0,eurorack,vco eurorack analogico magerit tb ,Pablo M. - Sullibass,Zaragoza,2022/04/12,2022/09/23,2022/08/26,376
0,0,0,1,120,0,0,0,0,alesis,alesis v61 + soporte de tijera ,BassDrumsRecords,Madrid,2022/08/12,2022/09/23,2022/08/26,166
0,0,0,1,3249,0,0,0,0,sequential,sequential prophet x ,Storm,Bizkaia,2020/12/18,2022/09/22,2022/08/26,3771
0,0,0,1,850,0,0,0,0,kawai,piano eléctrico de escenario kawai mp-5 + fligth case ,viticli,Madrid,2022/07/11,2022/09/25,2022/08/26,211
0,0,1,0,0,0,0,0,0,mpc,mpc live2 x one ,vulgatron,Madrid,2022/07/29,2022/09/08,2022/08/26,150
0,0,0,1,150,0,0,0,0,befaco,befaco vc adsr ,Claude_Chabrol,Barcelona,2022/05/09,2022/09/25,2022/08/26,182
0,0,0,1,100,0,0,0,0,-,nuevo a estrenar soporte para 2 teclados quicklok sl-8 ,Frank,Barcelona,2021/11/08,2022/10/19,2022/08/26,605
0,1,0,0,0,0,0,0,0,behringer,behringer vc340 ,indra-tronic,Madrid,2022/08/24,2022/10/23,2022/08/26,98
0,0,0,1,379,0,0,0,0,roland,roland eg 101 ,moog1406,Girona,2021/06/08,2022/10/08,2022/08/26,996
0,0,0,1,80,0,0,0,0,boss,boss flanger bf3 ,Metrolike,Málaga,2022/05/17,2022/10/04,2022/08/26,243
0,0,0,1,1550,0,0,0,0,0,roland v-synth gt 2 0 ,Siete7,Burgos,2022/02/18,2022/09/18,2022/08/26,1415
0,0,0,1,420,0,0,0,0,moog,moog minitaur ,Japiax,Córdoba,2022/08/12,2022/10/09,2022/08/26,178
0,0,0,1,40,0,0,0,0,warwick,teclado midi m-audio oxygen 8 v2 + softcase warwick ,Pablo Thonon,Madrid,2021/08/23,2022/10/11,2022/08/26,398
0,0,0,1,375,0,0,0,0,casio,casio cz 3000 ,Ra,Huelva,2022/07/02,2022/08/31,2022/08/26,288
0,0,0,1,420,0,0,0,0,-,varios módulos ,perrointel,Barcelona,2022/07/29,2022/09/24,2022/08/26,496
0,0,0,1,20,0,0,0,0,roland,roland mt-32 lista de presets ,Samsimo,Madrid,2022/07/03,2022/09/11,2022/08/26,304
0,0,0,1,1500,0,0,0,0,-,detachment 3 archangel ,Adrià Gil,Barcelona,2021/06/11,2022/09/25,2022/08/26,3316
0,0,0,1,300,0,0,0,0,bastl,bastl instruments bit ranger ,guardabrazo,Madrid,2022/07/21,2022/09/19,2022/08/26,338
0,0,0,1,311,0,0,0,0,roland,roland tb 03 ,moog1406,Girona,2022/05/09,2022/09/13,2022/08/26,378
0,0,0,1,900,0,0,0,0,nord lead ,4 rack ,Pai,Madrid,2022/08/05,2022/09/23,2022/08/26,334
0,0,0,1,499,0,0,0,0,roland,roland verselab mv-1 + decksaver ,camidelaigua,Girona,2022/07/18,2022/09/24,2022/08/26,398
0,0,0,1,430,0,0,0,0,squarp,squarp pyramid mk1 ,gatovertical,Barcelona,2022/05/17,2022/09/09,2022/08/26,429
0,0,0,1,190,0,0,0,0,-,cme uf7 controlador midi de 76 teclas teclado midi usb teclado electrónico ,instaljomar,Barcelona,2022/02/23,2022/09/18,2022/08/26,1341
0,0,0,1,180,0,0,0,0,-,"tarjetas voice crystal 1+2 para sq2 sqr+,sq1+ ",gato737,Barcelona,2022/07/29,2022/09/20,2022/08/26,152
0,0,0,1,129,0,0,0,0,-,endorphin es airstreamer ,moog1406,Girona,2022/01/21,2022/09/23,2022/08/26,426
0,0,0,1,80,0,0,0,0,volca,korg volca bass ,afro.funk,Barcelona,2021/06/01,2022/09/24,2022/08/26,475
0,0,0,1,330,0,0,0,0,dynacord,dynacord percuter s v drum triggers ,Synthaddict,Madrid,2021/07/20,2022/09/20,2022/08/26,792
0,0,0,1,90,0,0,0,0,black,arturia keystep black edition ,selimorgan,Valencia,2022/08/12,2022/09/23,2022/08/26,200
0,0,0,1,390,0,0,0,0,korg,korg ms20 mini ,Juano,Sevilla,2022/08/22,2022/10/21,2022/08/26,100
0,0,0,1,400,0,0,0,0,-,critter & guitari organelle digital synth ,fine,Pontevedra,2022/08/23,2022/10/22,2022/08/26,98
0,0,0,1,530,0,0,0,0,mpc,akai mpc one ,roy242,Valencia,2022/08/19,2022/09/24,2022/08/26,218
0,0,0,1,980,0,0,0,0,moog,moog subsequent 37 sub37 ,Morphido,Madrid,2022/07/19,2022/08/26,2022/08/26,873
0,1,0,0,0,0,0,0,0,boss,boss sy 300 ,abundio,Navarra,2022/08/26,2022/10/25,2022/08/26,16
0,0,0,1,30,0,0,0,0,audio,libros de desarrollo de plugins y audio ,Kevin Smith,Alicante,2022/02/20,2022/09/23,2022/08/26,527
0,0,0,1,545,0,0,0,0,roland,roland tr 8s ,moog1406,Girona,2022/02/17,2022/10/17,2022/08/26,880
0,0,0,1,40,0,0,0,0,eurorack,filtro eurorack magerit vcf ,Pablo M. - Sullibass,Zaragoza,2022/08/25,2022/10/24,2022/08/26,36
0,0,0,1,450,0,0,0,0,akai,akai s6000 ,Aiko N.,Valencia,2022/03/23,2022/08/26,2022/08/26,1356
0,0,0,1,1300,0,0,0,0,modular,sintetizador modular completo a estrenar ,jaqjen,Madrid,2022/02/19,2022/09/19,2022/08/26,1103
0,0,0,1,650,0,0,0,0,oberheim,teclado controlador oberheim mc 3000 ,dreamtopia,Badajoz,2022/08/23,2022/10/22,2022/08/26,152
0,0,0,1,130,0,0,0,0,emu,emu proteus 1 – sintetizador en rack ,alcachofazul,Madrid,2022/07/29,2022/09/25,2022/08/26,318
0,0,0,1,20,0,0,0,0,yamaha,yamaha psr 3000 - librería para ni kontakt ,Zyon35,Córdoba,2022/06/01,2022/09/18,2022/08/26,189
0,0,0,1,320,0,0,0,0,roland,roland jp-8000 ,DJ KARBO,Baleares,2022/08/24,2022/10/23,2022/08/26,290
0,0,0,1,69,0,0,0,0,-,tip top mix z ,moog1406,Girona,2021/06/21,2022/10/08,2022/08/26,393
0,0,0,1,25,0,0,0,0,akai,akai cd-rom sound library mpc2000xl vol 1 ,paugui,Sevilla,2021/09/22,2022/09/12,2022/08/26,332
0,0,0,1,650,0,0,0,0,mutable,mutable instruments ambika ,Dmode,Barcelona,2022/08/21,2022/10/20,2022/08/26,146
0,0,0,1,195,0,0,0,0,-,endorphin es godspeed + ,sonicstage,Girona,2022/08/21,2022/09/23,2022/08/26,70
0,0,0,1,79,0,0,0,0,doepfer,doepfer a-160 -5v clock multiplier ,moog1406,Girona,2022/05/10,2022/09/13,2022/08/26,321
0,0,0,1,150,0,0,0,0,yamaha,caja de ritmos yamaha rx7 ,elia,Valladolid,2022/07/13,2022/09/11,2022/08/26,498
0,0,0,1,1,0,0,0,0,erica,sistema modular euroack wmd mutable instruments erica synth ,Imox,Sevilla,2022/08/12,2022/09/24,2022/08/26,494
0,0,0,1,350,0,0,0,0,korg,teclado korg ds-8 1986 ,Kevin,Murcia,2022/02/21,2022/09/09,2022/08/26,790
0,0,0,1,200,0,0,0,0,instruo,instruo ts-l ,Al,Barcelona,2022/07/20,2022/09/18,2022/08/26,178
0,0,0,1,115,0,0,0,0,transient,transient modules 8s sequencer ,moog1406,Girona,2021/12/21,2022/09/04,2022/08/26,353
0,0,0,1,179,0,0,0,0,korg,korg kossilator pro ,moog1406,Girona,2022/05/20,2022/09/23,2022/08/26,369
0,0,0,1,150,0,0,0,0,yamaha,yamaha rm50 versión rack de ry30 ,CHOSKY_17,Valladolid,2022/07/16,2022/09/14,2022/08/26,328
0,0,0,1,145,0,0,0,0,frequency,frequency central bartos flur ii ,moog1406,Girona,2022/01/27,2022/10/08,2022/08/26,378
0,0,0,1,800,0,0,0,0,yamaha,yamaha sy99 ,chinog,Madrid,2022/08/19,2022/10/18,2022/08/26,176
0,0,0,1,480,0,0,0,0,yamaha,piano digital yamaha p140 en sevilla ,Bachh,Sevilla,2022/07/27,2022/09/25,2022/08/26,214
0,1,0,0,0,0,0,0,0,roland,roland xp50 averiado ,chinog,Madrid,2022/08/12,2022/10/13,2022/08/26,122
0,0,0,1,10,0,0,0,0,korg,funda cubrepolvo a la medida para korg monopoly ,grizzvolga,Madrid,2022/07/17,2022/09/21,2022/08/26,278
0,0,0,1,380,0,0,0,0,dreadbox,dreadbox hypnosis ,Dmode,Barcelona,2022/02/12,2022/09/20,2022/08/26,839
0,0,0,1,350,0,0,0,0,-,intellijel shapeshifter ,liradigital MRF,Madrid,2022/07/12,2022/09/21,2022/08/26,326
0,0,0,1,1750,0,0,0,0,-,amplificador type leslie 142 145 ,windbass,Zaragoza,2021/05/14,2022/09/21,2022/08/26,1438
0,1,0,0,0,0,0,0,0,yamaha,yamaha psr-sx 600 ,guingo,Albacete,2022/08/19,2022/09/21,2022/08/26,104
0,0,0,1,600,0,0,0,0,yamaha,"yamaha moxf 6, ",morcillero,Barcelona,2022/07/16,2022/09/14,2022/08/26,354
0,0,0,1,899,0,0,0,0,elektron,elektron analog keys nuevo ,Albornozz,Madrid,2022/03/13,2022/09/15,2022/08/26,1434
0,0,0,1,700,0,0,0,0,kawai,kawai ca 91 ,VivianGirl,Barcelona,2022/03/27,2022/10/23,2022/08/26,294
0,0,0,1,650,0,0,0,0,roland,roland alpha juno 1 ,finaldesousa,Barcelona,2022/08/19,2022/10/16,2022/08/26,195
0,0,0,1,470,0,0,0,0,korg,korg m1 workstation ,Walter Silva,Madrid,2022/06/30,2022/08/29,2022/08/26,320
0,0,0,1,490,0,0,0,0,-,nerdseq y midi expander ,mikel,Barcelona,2022/07/10,2022/09/08,2022/08/26,252
0,0,0,1,50,0,0,0,0,-,lemi midi mixer ,moog1406,Girona,2022/06/08,2022/10/08,2022/08/26,378
0,0,0,1,90,0,0,0,0,electronic,sound labs raagini digital electronic tanpura ,fartman,Barcelona,2022/03/02,2022/08/31,2022/08/26,952
0,0,0,1,2950,0,0,0,0,system,dreadbox white line system ,angelmahon,Valencia,2022/08/19,2022/10/17,2022/08/26,244
0,0,0,1,1,0,0,0,0,eurorack,varios módulos eurorack ,Aponsa,Barcelona,2022/06/29,2022/08/28,2022/08/26,793
0,0,0,1,550,0,0,0,0,roland,roland gw8l ,Analogik,Madrid,2021/11/03,2022/10/06,2022/08/26,644
0,0,0,1,80,0,0,0,0,black,eurorack doepfer wasp filter black and yellow ,siropene,Madrid,2022/08/22,2022/09/25,2022/08/26,66
0,0,0,1,399,0,0,0,0,-,sintetizador analogico ,jmgg,Tarragona,2022/04/21,2022/09/09,2022/08/26,1835
0,0,0,1,110,0,0,0,0,-,sintes y mucho más ,clavinord,Madrid,2022/08/24,2022/10/23,2022/08/26,452
0,0,0,1,300,0,0,0,0,-,shuttle control ,Carlos,Barcelona,2022/08/12,2022/10/14,2022/08/26,142
0,0,0,1,2500,0,0,0,0,0,cirklon v1 0 ,ak-47,Barcelona,2022/07/07,2022/09/05,2022/08/26,433
0,0,0,1,70,0,0,0,0,behringer,teclado maestro behringer umx490 ,Blackbird Studios Bcn,Barcelona,2022/06/12,2022/09/29,2022/08/26,244
0,0,0,1,100,0,0,0,0,roland,tarjetas roland srx srx-05 supreme dance - 100 euros ,sickboy0706,Barcelona,2021/04/27,2022/08/29,2022/08/26,1080
0,0,0,1,95,0,0,0,0,audio,tiptop audio hats808 ,sonicstage,Girona,2022/08/21,2022/09/23,2022/08/26,50
0,0,0,1,160,0,0,0,0,befaco,befaco midi thing ,Claude_Chabrol,Barcelona,2022/07/29,2022/09/16,2022/08/26,163
0,0,0,1,38,0,0,0,0,yamaha,bolsa blanda para sintetizador yamaha mx49 o similar ,JavierB,Alicante,2022/08/23,2022/10/22,2022/08/26,78
0,0,0,1,5500,0,0,0,0,roland,roland tr 808 ,moog1406,Girona,2021/12/16,2022/08/27,2022/08/26,630
0,0,0,1,450,0,0,0,0,rhodes,órgano sintetizador rhodes vk-1000 ,jordipares3,Girona,2021/02/19,2022/09/21,2022/08/26,2951
0,0,0,1,60,0,0,0,0,hammond,órgano hammond the sounder rebajado! ,sirgo,Cantabria,2022/07/28,2022/09/26,2022/08/26,488
0,0,0,1,519,0,0,0,0,modular,winter modular eloquencer ,moog1406,Girona,2021/11/23,2022/10/08,2022/08/26,614
0,0,0,1,100,0,0,0,0,iomega,zip scsi iomega ,Javier gutierrez,Málaga,2022/08/23,2022/10/23,2022/08/26,86
0,0,0,1,160,0,0,0,0,-,temps utile ,Aiko N.,Valencia,2022/07/01,2022/09/05,2022/08/26,468
0,0,0,1,825,0,0,0,0,roland,roland vr700 v-combo ,amenstudios,Sevilla,2017/04/12,2022/09/20,2022/08/26,6419
0,0,0,1,2600,0,0,0,0,yamaha,yamaha genos ,sal,Girona,2022/08/23,2022/10/22,2022/08/26,142
0,0,0,1,750,0,0,0,0,kawai,kawai vpc1 en perfecto estado ,Bachh,Granada,2022/07/23,2022/09/21,2022/08/26,375
0,0,0,1,650,0,0,0,0,-,sintetizador ver­mona drm1 mk3 trigger ,Mario,Cantabria,2022/07/22,2022/09/22,2022/08/26,178
0,0,0,1,135,0,0,0,0,0,bastl instruments micro granny 2 0 ,guardabrazo,Madrid,2022/07/21,2022/09/19,2022/08/26,467
0,0,0,1,1290,0,0,0,0,korg,korg sq10 secuenciador ,moog1406,Girona,2022/06/10,2022/09/04,2022/08/26,555
0,0,0,1,399,0,0,0,0,korg,"sinte korg ms-20 mini "" nuevo"" ",Dani,Alicante,2022/08/05,2022/09/21,2022/08/26,266
0,0,0,1,40,0,0,0,0,doepfer,doepfer switched multiple a-182-1 ,Pablo M. - Sullibass,Zaragoza,2022/08/25,2022/10/24,2022/08/26,48
0,0,0,1,450,0,0,0,0,modular,módulos befaco sinte modular ,Pablo Thonon,Madrid,2021/08/30,2022/10/11,2022/08/26,2210
0,0,0,1,300,0,0,0,0,-,tessseract truka ,FZappy,Barcelona,2022/08/05,2022/09/24,2022/08/26,134
0,0,0,1,550,0,0,0,0,elektron,elektron digitone ,Hispalaka,S.C. de Tenerife,2022/08/05,2022/10/25,2022/08/26,16
0,0,0,1,1690,0,0,0,0,kurzweil,piano digital kurzweil x-pro up 88 teclas ,airbag2004,Madrid,2021/07/23,2022/09/13,2022/08/26,1232
0,0,0,1,150,0,0,0,0,-,box11 cabinet mas laterales ,FZappy,Barcelona,2022/05/22,2022/10/25,2022/08/26,388
0,0,0,1,60,0,0,0,0,behringer,behringer 121 dual vcf ,Wallace,La Rioja,2022/06/23,2022/10/24,2022/08/26,260
0,0,0,1,1400,0,0,0,0,kurzweil,kurzweil forte 88 teclas ,frascuelillo,Córdoba,2022/01/08,2022/10/14,2022/08/26,622
0,0,0,1,180,0,0,0,0,-,ableton push - primera versión ,renderga,A Coruña,2022/07/27,2022/09/25,2022/08/26,235
0,0,0,1,240,0,0,0,0,-,studiologic numa compact 2 impecable sin uso ,Armando Ferrer,Madrid,2022/08/24,2022/10/23,2022/08/26,162
0,0,0,1,199,0,0,0,0,audio,antimatter audio crossfold ,Storm,Bizkaia,2021/10/07,2022/09/22,2022/08/26,513
0,0,0,1,195,0,0,0,0,-,twisted electrons cells ,moog1406,Girona,2021/06/16,2022/09/25,2022/08/26,358
0,0,0,1,1600,0,0,0,0,clavia nord electro ,6d 73 ,Jacob,Madrid,2022/08/12,2022/09/23,2022/08/26,246
0,0,0,1,40,0,0,0,0,-,pedal de expresión ev-5 ,jorgeiguana2022,Madrid,2022/03/09,2022/08/28,2022/08/26,278
0,0,0,1,315,0,0,0,0,e-mu,e-mu orbit v2 9090 ,Cobe,Madrid,2022/07/04,2022/09/02,2022/08/26,282
0,0,0,1,950,0,0,0,0,yamaha,yamaha motif xs 6 ,jasynth,Madrid,2019/12/16,2022/09/22,2022/08/26,4683
0,0,0,1,265,0,0,0,0,korg,teclado korg x3 ,Javi,Girona,2022/04/03,2022/09/14,2022/08/26,866
0,0,0,1,600,0,0,0,0,-,leslie 322 ,Ocean Clusters,Alicante,2022/05/28,2022/09/21,2022/08/26,696
0,0,0,1,300,0,0,0,0,roland,roland rs-5 ,Julio Prada,Madrid,2022/08/22,2022/10/21,2022/08/26,114
0,0,0,1,70,0,0,0,0,special,doepfer a-106-5 sem filter special edition ,selimorgan,Valencia,2022/07/29,2022/09/25,2022/08/26,240
0,0,0,1,2650,0,0,0,0,sequential,sequential prophet x ,raul,Cádiz,2022/07/29,2022/09/11,2022/08/26,428
0,0,0,1,390,0,0,0,0,roland,roland kc 200 ,moog1406,Girona,2022/04/22,2022/08/30,2022/08/26,374
0,0,0,1,220,0,0,0,0,akai,akai mpk61 ,Marc,Barcelona,2022/07/04,2022/09/02,2022/08/26,267
0,0,0,1,240,0,0,0,0,waldorf,waldorf streichfett ,Hogart,Barcelona,2022/08/19,2022/10/15,2022/08/26,146
0,0,0,1,139,0,0,0,0,-,endorphin milky way ,moog1406,Girona,2021/03/05,2022/09/20,2022/08/26,585
0,0,0,1,53,0,0,0,0,doepfer,doepfer a 116 vc waveform processor ,moog1406,Girona,2022/03/31,2022/10/08,2022/08/26,306
0,0,0,1,350,0,0,0,0,behringer,behringer odyssey envío incluido ,moogi,Cádiz,2022/08/25,2022/10/24,2022/08/26,210
0,0,0,1,144,0,0,0,0,-,endorphin es total recall ,moog1406,Girona,2022/01/20,2022/10/08,2022/08/26,413
0,0,0,1,135,0,0,0,0,novation,novation launchkey 37 mk3 ,Miguel Espinosa,Madrid,2022/07/29,2022/09/28,2022/08/26,204
0,0,0,1,20,0,0,0,0,kurzweil,extras kurzweil k2000 ,herrhafen,Zaragoza,2022/04/06,2022/09/15,2022/08/26,1406
0,0,0,1,300,0,0,0,0,black,waldorf blofeld black edition ,Kevin Teucilide,Barcelona,2022/02/10,2022/10/14,2022/08/26,464
0,0,0,1,110,0,0,0,0,yamaha,teclado yamaha psr-e263 ,Juda$,Barcelona,2021/10/03,2022/09/17,2022/08/26,730
0,1,0,0,0,0,0,0,0,roland,laterales de aluminio para roland system-8 ,mentemodular,Gipuzkoa,2022/07/09,2022/09/07,2022/08/26,172
0,0,0,1,40,0,0,0,0,quiklok,quiklok m-2 para teclado complementario add-on for m-91 ,windbass,Zaragoza,2020/06/17,2022/08/28,2022/08/26,1331
0,0,0,1,95,0,0,0,0,-,maleta flight-case - estuche para teclado ,Javi,Girona,2022/08/05,2022/09/14,2022/08/26,138
0,0,0,1,90,0,0,0,0,roland,roland sc-33 ,Samsimo,Madrid,2022/05/15,2022/09/16,2022/08/26,569
0,0,0,1,370,0,0,0,0,korg,korg minilogue xd ,Fran,Albacete,2022/08/19,2022/10/17,2022/08/26,333
0,0,0,1,200,0,0,0,0,novation,novation bass station rack ,alkalabp,Valencia,2021/09/30,2022/09/22,2022/08/26,1660
0,0,0,1,300,0,0,0,0,e-mu,e-mu proteus 2000 ,alfer_1,Málaga,2022/08/19,2022/10/18,2022/08/26,182
0,0,0,1,1750,0,0,0,0,yamaha,yamaha motif xf8 ,cursosdemusica,Madrid,2022/07/29,2022/09/21,2022/08/26,352
0,0,0,1,300,0,0,0,0,waldorf,waldorf pulse 2 ,flake02,Madrid,2022/04/28,2022/08/27,2022/08/26,750
0,0,0,1,149,0,0,0,0,-,error box adm03 ,moog1406,Girona,2021/06/09,2022/09/04,2022/08/26,413
0,0,1,0,0,0,0,0,0,-,ginkosynthese samplerslicer ,gorum,Tarragona,2022/03/12,2022/09/23,2022/08/26,480
0,0,0,1,55,0,0,0,0,casio,casio vl-tone vl-1 ,eTorr,León,2021/04/01,2022/09/17,2022/08/26,1058
0,0,0,1,5300,0,0,0,0,hammond,hammond c3 1961 chop down portable ,windbass,Zaragoza,2018/12/28,2022/09/10,2022/08/26,4522
0,0,0,1,25,0,0,0,0,yamaha,analog xperience para yamaha modx y montage ,bicho,Madrid,2019/09/21,2022/09/10,2022/08/26,2094
0,0,0,1,285,0,0,0,0,korg,korg minilogue ,o_ak,Albacete,2022/02/07,2022/10/03,2022/08/26,1718
0,0,0,1,249,0,0,0,0,black,erica synths black spring reverb ,moog1406,Girona,2022/04/07,2022/08/27,2022/08/26,463
0,0,0,1,1050,0,0,0,0,virus,virus ti 2 desktop ,dorremifasol,Barcelona,2022/08/26,2022/10/25,2022/08/26,82
0,0,0,1,110,0,0,0,0,poly,casio vl-5 vl1 poly con lector y funda ,ms10,Zaragoza,2022/02/26,2022/09/20,2022/08/26,1003
0,0,0,1,950,0,0,0,0,korg,"korg ms-20 fs en negro versión montada, no la versión kit ",Ivan,Madrid,2022/01/26,2022/10/17,2022/08/26,432
0,0,0,1,200,0,0,0,0,make noise ,wogglebug ,FZappy,Barcelona,2022/08/12,2022/09/24,2022/08/26,86
0,0,0,1,1200,0,0,0,0,ketron,teclado ketron audya 5 ,Juantxu,Bizkaia,2022/08/22,2022/10/21,2022/08/26,114
0,0,0,1,600,0,0,0,0,nord lead ,sintetizador virtual analógico ,Chari Martin,Tarragona,2022/07/17,2022/09/13,2022/08/26,443
0,0,0,1,200,0,0,0,0,korg,korg 01 wfd ,chinog,Madrid,2022/08/12,2022/10/13,2022/08/26,264
0,0,0,1,239,0,0,0,0,behringer,behringer wasp deluxe ,moog1406,Girona,2021/12/30,2022/08/27,2022/08/26,914
0,0,0,1,400,0,0,0,0,moog,moog mother 32 ,edulo,Badajoz,2022/05/01,2022/09/16,2022/08/26,721
0,0,0,1,1260,0,0,0,0,korg,korg polysix con midi ,Joanic,Baleares,2022/08/12,2022/10/13,2022/08/26,196
0,0,0,1,180,0,0,1,0,waldorf,waldorf blofeld para ,Kascales,Albacete,2022/07/05,2022/09/03,2022/08/26,556
0,0,0,1,275,0,0,0,0,atomosynth,mochika x2 atomosynth ,dmfront,Sevilla,2022/07/29,2022/09/19,2022/08/26,370
0,0,0,1,360,0,0,0,0,behringer,modulos eurorack behringer ,joan cerezo,Barcelona,2022/08/22,2022/09/24,2022/08/26,190
0,0,0,1,700,0,0,0,0,access,access matrix programmer ,cvsequencer,Barcelona,2022/08/05,2022/09/20,2022/08/26,351
0,0,0,1,450,0,0,0,0,arp,korg arp odyssey módulo rev 3 ,Replicante,Barcelona,2022/07/02,2022/09/24,2022/08/26,658
0,0,0,1,3500,0,0,0,0,kawai,kawai sx240 ,Jack Jackjack,Barcelona,2022/08/12,2022/10/10,2022/08/26,244
0,0,0,1,260,0,0,0,0,dreadbox,dreadbox hades ,tomiwilli,Madrid,2022/01/17,2022/09/15,2022/08/26,1236
0,0,0,1,300,0,0,0,0,korg,korg microkorg xl ,pattyco,Valencia,2022/08/12,2022/10/10,2022/08/26,162
0,0,0,1,35,0,0,0,0,tascam,tascam 246 pinch roller ,NastyMemoryMan,Madrid,2020/01/20,2022/09/06,2022/08/26,909
