,urgent,buy,change,sell,price,gift,search,repair,parts,synt_brand,description,city,published,expire,date_scrapped,seen
120,0,0,1,0,270,0,0,0,0,roland,roland jd-08 ,Barcelona,2024/04/28,2024/06/27,2024/5/26,200
121,0,0,0,1,370,0,0,0,0,-,qu-bit nautilus ,Barcelona,2024/03/08,2024/06/19,2024/5/26,292
122,0,0,0,1,299,0,0,0,0,arturia,arturia keylab mkii 49 black + v collection 8 ,Jaén,2024/05/05,2024/11/11,2024/5/26,228
123,0,0,0,1,50,0,0,0,0,akai,stand akai mpc live mk1 env incluido ,Cádiz,2024/03/04,2024/11/17,2024/5/26,449
124,0,0,0,1,240,0,0,0,0,eowave,eowave domino desktop ,Araba,2024/01/07,2024/11/14,2024/5/26,1742
125,0,0,1,0,0,0,0,0,0,novation,novation 49sl mk3 por el 61sl ,Cantabria,2024/01/31,2024/11/19,2024/5/26,404
126,0,0,0,1,33,0,0,0,0,intellijel,intellijel patas 7u case ,Madrid,2023/12/15,2024/06/18,2024/5/26,2074
127,0,0,0,1,300,0,0,0,0,rml,rml electron fuzz custom cv ,Barcelona,2024/05/19,2024/11/18,2024/5/26,109
128,0,0,0,1,345,0,0,0,0,source,source audio ventris dual reverb ,Valencia,2024/05/19,2024/11/17,2024/5/26,59
129,0,0,0,1,170,0,0,0,0,behringer,behringer bcr2000 ,Madrid,2024/04/18,2024/10/15,2024/5/26,449
130,0,0,0,1,1199,0,0,0,0,squarp,squarp instruments hapax secuenciador avanzado ,Bizkaia,2023/02/23,2024/11/18,2024/5/26,3391
131,0,0,0,1,250,0,0,0,0,eurorack,wmd chimera módulo de eurorack ,Barcelona,2024/05/23,2024/11/17,2024/5/26,69
132,0,0,0,1,450,0,0,0,0,arturia,arturia keylab 88 mki ,Madrid,2024/05/21,2024/11/15,2024/5/26,110
133,0,0,0,1,100,0,0,0,0,-,m audio keystation 61 mk3 ,Barcelona,2024/01/18,2024/11/20,2024/5/26,1622
134,0,0,0,1,250,0,0,0,0,roland,roland ju06 ,Madrid,2023/09/25,2024/11/16,2024/5/26,2902
135,0,0,1,0,0,0,0,0,0,komplete,komplete kontrol s49 mk2 y mpc studio 2 ,Sevilla,2024/05/26,2024/11/20,2024/5/26,36
136,0,0,0,1,180,0,0,0,0,befaco,befaco muxlicer con mex expander ,Barcelona,2024/05/21,2024/11/15,2024/5/26,100
137,0,0,0,1,225,0,0,0,0,doepfer,doepfer a-100lc3v low cost case vintage edition ,Bizkaia,2022/05/25,2024/11/17,2024/5/26,4159
138,0,0,1,0,3500,0,0,0,0,vermona,o vermona '14 ,Castellón,2024/02/04,2024/11/18,2024/5/26,718
139,0,0,0,1,3099,0,0,0,0,udo,"udo super gemini, sequential prophet 10 module,,prophet rev2-8, pro 3 se, pro 3,elektron rytm mkii, waldorf m, ",Bizkaia,2021/02/17,2024/11/16,2024/5/26,25152
140,0,0,0,1,250,0,0,0,0,yamaha,sintetizador yamaha sy-55 ,Córdoba,2024/02/22,2024/11/14,2024/5/26,531
141,0,0,0,1,200,0,0,0,0,roland,roland tr-08 ,Gipuzkoa,2024/02/27,2024/11/16,2024/5/26,844
142,0,0,0,1,550,0,0,0,0,intellijel,intellijel 7u eurorack case ,Barcelona,2024/02/05,2024/11/18,2024/5/26,900
143,0,0,0,1,400,0,0,0,0,evolver,evolver ,Castellón,2024/05/05,2024/11/17,2024/5/26,282
144,0,0,0,1,550,0,0,0,0,korg,korg kingkorg black envío incluido ,Pontevedra,2023/07/08,2024/11/16,2024/5/26,3329
145,0,0,0,1,150,0,0,0,0,yamaha,yamaha rev500 ,Valencia,2016/11/07,2024/06/17,2024/5/26,6703
146,0,0,0,1,285,0,0,0,0,roland,roland xv-5050 módulo ,Madrid,2023/07/27,2024/11/18,2024/5/26,2779
147,0,0,0,1,500,0,0,0,0,make noise ,strega ,Valencia,2024/05/20,2024/11/17,2024/5/26,88
148,0,0,0,1,290,0,0,0,0,mutable,plaits mutable instruments ,Barcelona,2024/05/12,2024/06/19,2024/5/26,132
149,0,0,0,1,200,0,0,0,0,-,microkorg mk1 ,Castellón,2024/05/26,2024/11/19,2024/5/26,108
150,0,0,0,1,400,0,0,0,0,hammond,órgano hammond stage ii rhythm ,Córdoba,2024/02/11,2024/11/14,2024/5/26,576
151,0,0,0,1,5,0,0,0,1,novation,"teclas y para roland, korg, yamaha, novation update 11 2 2022 ",Lugo,2015/03/03,2024/11/19,2024/5/26,24649
152,0,0,0,1,325,0,0,0,0,roland,roland xv-3080 ,Madrid,2024/05/12,2024/11/06,2024/5/26,206
153,0,0,0,1,245,0,0,0,0,elektron,elektron model cycles ,Valladolid,2024/05/19,2024/11/12,2024/5/26,122
154,0,0,0,1,310,0,0,0,0,ikarie,ikarie eurorack ,Madrid,2024/04/14,2024/11/15,2024/5/26,216
155,0,0,0,1,1399,0,0,0,0,kawai,kawai mp11 se ,Alicante,2024/02/07,2024/08/05,2024/5/26,635
156,0,0,0,1,85,0,0,0,0,john,editor completo john melas para yamaha montage ,Madrid,2024/02/06,2024/11/20,2024/5/26,995
157,0,0,0,1,125,0,0,0,0,antimatter,antimatter subring ,A Coruña,2024/04/22,2024/10/19,2024/5/26,166
